total_sales_amount,export_sales_value,output_vat,input_vat,net_refund_amount,sales_invoice_count,supporting_docs_count,submitted_by,zero_rated_sales,exempt_sales,business_age_years,is_fraud,claim_id,taxpayer_id,period_start,period_end,claim_date,fraud_type,processing_days
1490003.9068618992,917221.2652061346,91645.22266492233,151428.7015114504,59783.47884652807,123,26,Self,825499.1386855212,25258.57011827545,9.370933010219932,0,CLM_145955,TPIN_42749321,2024-04-10,2024-07-08,2024-07-21,,27
410133.290635685,20612.949135010822,49533.89757871801,41935.25093337818,0.0,12,10,Self,18551.65422150974,25535.21537385349,7.308766779701779,0,CLM_747844,TPIN_11063892,2024-05-23,2024-08-20,2024-09-13,,11
1935332.6639494493,1648177.2963934643,45944.8588089576,217106.8880612294,171162.0292522718,106,29,Tax Agent,1483359.5667541178,159434.74119002858,19.008848816577135,0,CLM_585081,TPIN_58746297,2024-04-30,2024-07-28,2024-08-21,,10
161297.96584415322,104868.99510893472,9028.635317634962,17714.525831461302,8685.89051382634,2,4,Self,83895.19608714778,4796.7609063296095,0.5281015395854542,1,CLM_551005,TPIN_39840104,2024-06-05,2024-09-02,2024-09-11,ghost_business,17
481422.72268803936,403396.8190239569,12484.144586253195,51233.87298107192,38749.728394818725,14,24,Tax Agent,363057.1371215612,1422.7385078144432,18.359745972264786,0,CLM_994971,TPIN_26986618,2024-09-02,2024-11-30,2024-12-10,,27
109676.7055565421,91325.4694868608,2936.1977711490076,11726.944006287027,8790.74623513802,10,20,Self,82192.92253817472,9352.439995572156,3.01044986149178,0,CLM_956985,TPIN_18221252,2024-03-01,2024-05-29,2024-06-12,,14
980844.8365413868,527113.9104081821,72596.94818131275,110918.34581569167,38321.397634378925,90,26,Tax Agent,474402.5193673639,55842.89339703928,2.888292146553583,0,CLM_790753,TPIN_40877053,2024-03-16,2024-06-13,2024-06-26,,59
328545.5878676629,25008.482698449046,44914.21625322243,42071.869112742206,0.0,10,22,Tax Agent,22507.634428604142,11809.407743315125,17.667394914049407,0,CLM_932494,TPIN_22639602,2024-03-01,2024-05-29,2024-06-10,,32
216117.80627956585,176053.33892313857,6410.314777028365,22125.19238587728,15714.877608848914,30,12,Tax Agent,158448.00503082472,10162.920072622277,2.6018837400997583,0,CLM_538055,TPIN_28276882,2024-10-30,2025-01-27,2025-02-03,,32
299251.977419217,61883.251163215624,35778.60992132471,31748.383556327117,0.0,10,8,Self,55694.92604689406,4060.4997412026705,11.8059000856902,0,CLM_446030,TPIN_62134150,2024-09-23,2024-12-21,2025-01-04,,15
479919.7413848012,21836.390517434407,55169.29434963307,47645.83255471276,0.0,11,18,Tax Agent,19652.751465690966,10812.058671954072,14.938656800496297,0,CLM_162714,TPIN_58883690,2024-08-30,2024-11-27,2024-12-16,,14
1890069.26796166,968936.4584648445,147381.24951949046,239917.2447583731,92535.99523888264,257,19,Tax Agent,872042.81261836,112178.80378005306,18.177070044989534,0,CLM_967307,TPIN_62102474,2024-07-17,2024-10-14,2024-11-07,,58
1121415.2713848238,328748.35031755146,126826.70737076357,133767.85785441636,6941.150483652789,25,18,Tax Agent,295873.5152857963,27149.346793210498,13.365014269060612,0,CLM_964250,TPIN_47665323,2024-04-30,2024-07-28,2024-08-15,,48
836720.7518490925,441270.85087999096,63271.984155056256,96440.22228657026,33168.23813151401,66,26,Self,397143.7657919919,33496.0388378153,15.488033236298755,0,CLM_341245,TPIN_89457361,2024-09-15,2024-12-13,2024-12-25,,22
109878.36301817793,76380.06998896276,5359.726884674427,8431.543487654975,3071.816602980548,7,1,Self,61104.05599117021,4618.031305094679,0.36135416274398335,1,CLM_377382,TPIN_96830088,2024-05-10,2024-08-07,2024-08-28,ghost_business,10
1139989.051316443,734953.8632024337,64805.630098241476,237117.72267382016,172312.0925755787,14,14,Self,587963.090561947,31786.99327938564,3.6248499744708407,1,CLM_270100,TPIN_14536929,2024-07-31,2024-10-28,2024-11-02,carousel,7
860106.1107313498,479701.5455158379,60864.730434481906,86550.80306167157,25686.072627189664,138,8,Tax Agent,431731.3909642541,52807.96122779313,6.0773892686499025,0,CLM_841184,TPIN_65341816,2024-08-07,2024-11-04,2024-11-17,,34
351785.3426756869,7392.169621940726,55102.907688599385,208395.74037181036,153292.83268321096,19,5,Self,5913.735697552581,12435.91851125399,2.7992293345217045,1,CLM_634173,TPIN_64937868,2024-02-22,2024-05-21,2024-06-17,inflated_inputs,5
1700920.2668930467,1081474.417955235,99111.33583004985,353791.4155137537,254680.07968370387,11,13,Self,865179.5343641881,33596.0355621952,1.9588534677542684,1,CLM_157529,TPIN_41868859,2024-04-15,2024-07-13,2024-08-09,carousel,20
1225203.5964850266,253425.86338179375,155484.43729651728,164253.15210677392,8768.714810256643,121,25,Self,228083.2770436144,85879.53594081424,9.745141272477628,0,CLM_237711,TPIN_68460590,2024-09-14,2024-12-12,2024-12-30,,46
147105.5969106474,92987.62570511825,8658.875392884665,18387.437640461776,9728.56224757711,10,16,Tax Agent,83688.86313460642,10886.593782150472,15.740113448598983,0,CLM_114674,TPIN_34586507,2024-08-23,2024-11-20,2024-11-29,,33
1843896.0471206855,1130545.6316870172,114136.06646938693,191054.25176818031,76918.18529879338,297,25,Tax Agent,1017491.0685183154,97875.46403862396,14.113355116012682,0,CLM_831325,TPIN_10363688,2024-11-18,2025-02-15,2025-03-14,,11
1478764.9891801295,985213.2540506154,78968.27762072226,147886.61409650804,68918.33647578578,32,19,Tax Agent,886691.9286455539,28509.17467380725,12.598848078469278,0,CLM_793089,TPIN_46381367,2024-04-29,2024-07-27,2024-08-05,,41
984980.1556229612,665577.2159240149,51104.47035183141,107318.39268913105,56213.92233729964,51,21,Tax Agent,599019.4943316134,81475.46112120092,10.66037259489437,0,CLM_552557,TPIN_60093049,2024-10-12,2025-01-09,2025-01-28,,45
2324685.6970775607,2011994.543076116,50030.58464023117,300627.80930519,250597.22466495883,126,11,Tax Agent,1810795.0887685043,102716.0130717915,4.726237203207461,0,CLM_890944,TPIN_70184714,2024-05-24,2024-08-21,2024-09-08,,34
1664831.9582527308,1331720.6550631048,53297.80851034015,346285.047316568,292987.2388062278,33,9,Self,1065376.524050484,64521.18090279165,1.3495721424722626,1,CLM_296150,TPIN_15392922,2024-09-29,2024-12-27,2025-01-07,carousel,27
4032283.1875800667,2510659.3144295653,243459.81970408023,521660.97585292376,278201.1561488435,213,29,Tax Agent,2259593.382986609,79706.51954313154,9.791319922322078,0,CLM_717345,TPIN_34870759,2024-03-06,2024-06-03,2024-06-15,,37
1743495.878340241,1322443.3910916995,67368.39795976665,362647.1426947701,295278.74473500345,49,13,Tax Agent,1057954.7128733597,15735.67097298872,3.5892219957717204,1,CLM_641730,TPIN_20804340,2024-09-24,2024-12-22,2025-01-10,carousel,22
233927.33788538043,147870.86815599282,13769.035156702017,22641.600091313827,8872.56493461181,21,25,Tax Agent,133083.78134039356,8837.700527868048,5.73108540589524,0,CLM_245871,TPIN_43221319,2024-09-24,2024-12-22,2024-12-27,,45
176270.3787019166,127105.71944914125,7866.345480444056,19794.709827774026,11928.36434732997,10,15,Tax Agent,114395.14750422713,10945.440197519774,7.463736343951381,0,CLM_232844,TPIN_63661502,2024-11-14,2025-02-11,2025-02-23,,34
439813.68619516055,235562.40090735073,32680.205646049573,59668.57409934359,26988.368453294017,14,19,Tax Agent,212006.16081661565,40842.44306374555,8.705160767962386,0,CLM_275595,TPIN_47086106,2024-07-04,2024-10-01,2024-10-08,,33
1345158.3910226882,877269.098414991,74862.28681723155,158647.9656603018,83785.67884307024,42,24,Tax Agent,789542.188573492,78969.0982162312,2.264007026832749,0,CLM_553449,TPIN_50133569,2024-07-31,2024-10-28,2024-11-16,,59
2841262.4522546134,2008372.3595854975,133262.41482705853,590982.5900689596,457720.1752419011,16,14,Tax Agent,1606697.8876683982,44609.91028371307,1.4022483158649495,1,CLM_670108,TPIN_83498555,2024-06-16,2024-09-13,2024-09-18,carousel,5
131045.85789257634,21329.06452815482,20475.49322091358,17097.51373884961,0.0,10,10,Tax Agent,19196.15807533934,9950.980661135902,12.426794368769484,0,CLM_182279,TPIN_72929994,2024-10-03,2024-12-31,2025-01-26,,43
324934.53095671127,7273.89234649529,39520.693009299765,35717.960828879324,0.0,10,28,Tax Agent,6546.503111845762,28843.084260870808,6.299336636627598,0,CLM_858861,TPIN_81372266,2024-12-05,2025-03-04,2025-03-14,,34
324741.87355175946,7532.73633549797,52247.078993457544,43509.193888076254,0.0,10,18,Tax Agent,6779.462701948173,23664.24066243806,13.01128230516449,0,CLM_847424,TPIN_99218034,2024-06-14,2024-09-11,2024-09-30,,59
346941.7003952268,229663.02876209165,18764.587461301628,36059.35148940103,17294.764028099402,10,25,Tax Agent,206696.72588588248,14567.054073171728,13.392809848478805,0,CLM_560221,TPIN_13926888,2024-06-02,2024-08-30,2024-09-26,,24
2290966.3947122786,1983451.6097073047,49202.36560079582,476521.010100154,427318.64449935814,28,10,Self,1586761.2877658438,10227.549697133418,2.468871494230523,1,CLM_820924,TPIN_25917243,2024-06-15,2024-09-12,2024-10-11,carousel,7
2825047.6470487393,2225269.1843264,95964.55403557427,587609.9105861378,491645.35655056353,43,6,Tax Agent,1780215.3474611202,123017.03478967924,2.362376727556125,1,CLM_655281,TPIN_54692718,2024-07-02,2024-09-29,2024-10-11,carousel,28
106902.58367512457,75103.70024885578,5087.821348203006,14062.628091942841,8974.806743739835,23,6,Self,60082.96019908463,4166.945229721932,2.0083119184266756,1,CLM_815127,TPIN_95949451,2024-11-26,2025-02-23,2025-03-12,fake_exports,27
1408668.8741790354,909771.1717426241,79823.63238982581,147509.75028496224,67686.11789513643,28,8,Tax Agent,818794.0545683617,136926.17237426413,5.012475196495303,0,CLM_928791,TPIN_47375319,2024-05-05,2024-08-02,2024-08-17,,20
533212.2132089442,468184.677933179,10404.405644122427,66046.37923075992,55641.9735866375,19,14,Tax Agent,421366.2101398611,10997.614609759803,14.45732564643864,0,CLM_158692,TPIN_73569689,2024-12-19,2025-03-18,2025-04-10,,46
927284.1964411396,472633.1418642105,72744.16873230865,112202.1093510834,39457.94061877475,56,24,Tax Agent,425369.82767778944,8735.978131883889,13.026670548965777,0,CLM_666695,TPIN_55209051,2024-10-16,2025-01-13,2025-01-18,,35
211535.03343104332,5933.07294996494,24514.749957809014,22091.68525188986,0.0,10,14,Tax Agent,5339.765654968446,19010.50651802865,11.583176370084434,0,CLM_691082,TPIN_76139422,2024-05-23,2024-08-20,2024-09-18,,44
164344.11739403917,128211.28096284159,5781.253828991615,20765.655820602922,14984.401991611307,16,24,Tax Agent,115390.15286655743,7798.85723911358,5.450083738944938,0,CLM_782986,TPIN_64886352,2024-03-30,2024-06-27,2024-07-06,,11
43689.30997155001,32603.766755954184,1773.6869144953316,4205.039063951361,2431.352149456029,7,2,Self,26083.013404763347,821.5974163886468,0.8696392436514742,1,CLM_832286,TPIN_79882300,2024-11-19,2025-02-16,2025-03-07,ghost_business,21
209480.25179543835,119378.551547379,14416.272039689497,22836.740710133563,8420.468670444066,14,11,Self,107440.6963926411,14062.482895399215,12.508998907257608,0,CLM_965671,TPIN_91021138,2024-10-24,2025-01-21,2025-02-14,,21
108409.92288784088,15151.521795429242,13988.01960033634,11442.514216336545,0.0,10,14,Tax Agent,13636.369615886319,8365.613645339414,8.827378268099373,0,CLM_464633,TPIN_52177577,2024-08-09,2024-11-06,2024-11-23,,58
199559.35407727677,118501.86473780527,12969.198294315442,20696.335110273812,7727.136815958371,10,8,Tax Agent,106651.67826402474,16349.319719056291,10.908965754235439,0,CLM_486720,TPIN_65543894,2024-12-17,2025-03-16,2025-03-31,,10
366362.87744207564,68031.28942125119,47733.05408333192,160983.23448001198,113250.18039668005,9,5,Self,54425.031537000956,9802.591999763854,1.0594314227130166,1,CLM_198113,TPIN_81752097,2024-10-26,2025-01-23,2025-02-11,inflated_inputs,11
160666.96753921272,5984.272719521594,24749.23117115058,85334.69322220184,60585.46205105126,13,7,Self,4787.418175617276,5741.023608684204,2.9717328349678267,1,CLM_913422,TPIN_71312825,2024-01-02,2024-03-31,2024-04-22,inflated_inputs,13
1273604.2825610675,828858.2209043333,71159.36986507747,169228.66616921072,98069.29630413324,192,15,Tax Agent,745972.3988139,74149.35605153925,14.77812995968203,0,CLM_575308,TPIN_86102390,2024-08-08,2024-11-05,2024-11-27,,30
6050973.3883611625,1078473.4068319595,946526.8669963113,752292.672350462,0.0,500,17,Tax Agent,970626.0661487635,182495.30456752915,10.320594371193808,0,CLM_132664,TPIN_49563471,2024-02-03,2024-05-02,2024-05-25,,49
265879.24732205126,6567.921704107786,34402.849809222,31974.913383426938,0.0,10,19,Tax Agent,5911.129533697008,6553.336107977524,7.793239433623765,0,CLM_434192,TPIN_81817939,2024-09-05,2024-12-03,2024-12-26,,49
708795.0520185432,480291.93093498534,36560.49937336926,85799.19653087774,49238.69715750848,26,26,Self,432262.7378414868,21298.53896976786,15.222402616185438,0,CLM_699253,TPIN_39538040,2024-12-24,2025-03-23,2025-03-31,,41
873088.090685937,441956.5774889755,68981.04211151385,89640.45259003775,20659.410478523903,27,28,Tax Agent,397760.9197400779,6400.2436773078225,18.245758067173156,0,CLM_697823,TPIN_50441040,2024-04-20,2024-07-18,2024-07-27,,29
256887.11737341605,225832.51649325297,4968.736140826093,26112.052084163675,21143.315943337584,10,8,Tax Agent,203249.26484392767,12272.579769862297,13.164344376840418,0,CLM_665148,TPIN_87180450,2024-02-13,2024-05-12,2024-05-17,,54
2829215.0062717386,2063175.0985134942,122566.38524131909,588476.7213045217,465910.3360632026,37,6,Self,1650540.0788107954,134529.45822511055,3.28162895396742,1,CLM_558056,TPIN_91865997,2024-02-11,2024-05-10,2024-06-03,carousel,23
7329560.786983198,4433939.078798408,463299.4733095664,763243.5744632946,299944.1011537282,255,12,Self,3990545.170918567,95251.23689983631,4.085023850144656,0,CLM_946791,TPIN_93337167,2024-04-29,2024-07-27,2024-08-14,,40
6825579.217415837,1652165.8824983696,827746.1335867947,918081.1721674271,90335.03858063242,143,29,Tax Agent,1486949.2942485327,611801.1134723169,7.276659144698239,0,CLM_368294,TPIN_45393865,2024-09-20,2024-12-18,2024-12-24,,52
1798948.9302512307,1579287.7604257157,35145.787172082404,220513.50216799974,185367.71499591734,67,18,Tax Agent,1421358.9843831442,109782.37951412352,15.194572057026177,0,CLM_419631,TPIN_66451691,2024-02-28,2024-05-27,2024-06-11,,36
314252.66113889276,12925.512510895163,40130.97976786223,36936.95581435849,0.0,10,13,Self,11632.961259805646,27517.93098234301,5.582797504766343,0,CLM_966555,TPIN_73621955,2024-06-20,2024-09-17,2024-09-30,,41
298049.5503580327,234730.05076669194,10131.11993461452,35963.34717792472,25832.227243310197,18,6,Self,187784.04061335357,12766.860143799771,2.345919866717122,1,CLM_855044,TPIN_98372150,2024-10-01,2024-12-29,2025-01-21,fake_exports,9
2333400.706711011,1916923.0163400692,66636.43045935068,485347.3469958903,418710.9165365396,45,8,Self,1533538.4130720554,6367.886765105446,3.6986355642577164,1,CLM_358700,TPIN_40356133,2024-09-16,2024-12-14,2024-12-22,carousel,28
259184.15057804593,153429.25857305274,16920.78272079891,28384.826216237223,11464.043495438313,10,27,Self,138086.33271574747,8836.517654081312,18.866983404183955,0,CLM_967414,TPIN_27585560,2024-10-14,2025-01-11,2025-01-25,,29
1769369.0708930164,1051355.1355119497,114882.22966097068,181853.38818145185,66971.15852048117,218,24,Tax Agent,946219.6219607547,102116.45265526128,6.002951171543991,0,CLM_478803,TPIN_31896611,2024-05-05,2024-08-02,2024-08-11,,53
1460571.1199663617,1227174.3253055909,37343.48714572333,183498.51779973297,146155.03065400964,49,9,Self,1104456.8927750317,88833.59717400518,9.08759254817732,0,CLM_583761,TPIN_54854299,2024-08-02,2024-10-30,2024-11-15,,54
1658802.194189947,161573.44955413393,263720.6722954884,208379.98831732819,0.0,80,18,Self,145416.10459872053,109381.26405938625,15.369155547739748,0,CLM_640436,TPIN_61434683,2024-02-22,2024-05-21,2024-06-08,,28
127791.99395341276,93052.30777196871,5558.349789031048,16134.90305793825,10576.553268907202,12,22,Self,83747.07699477185,1217.250114118125,5.601201277116187,0,CLM_168165,TPIN_17940012,2024-08-15,2024-11-12,2024-12-09,,36
1423136.185375353,1000883.3304819105,67560.45678295082,296012.32655807346,228451.86977512264,32,12,Tax Agent,800706.6643855284,50139.92123512218,1.607090680965368,1,CLM_708856,TPIN_46908918,2024-08-20,2024-11-17,2024-12-12,carousel,24
1258338.455987468,1035311.9935477385,35684.2339903567,261734.39884539333,226050.16485503662,12,8,Self,828249.5948381908,1377.9483032825055,1.5424759934571215,1,CLM_324535,TPIN_77503147,2024-09-28,2024-12-26,2025-01-03,carousel,5
450863.48330802115,244833.06510814268,32964.866911980556,43967.88625540557,11003.01934342501,31,22,Tax Agent,220349.75859732841,8000.398814734653,11.24439323829433,0,CLM_343083,TPIN_44473851,2024-01-16,2024-04-14,2024-04-25,,48
337929.5778250535,56062.019291274875,45098.80936540457,180221.2691285025,135122.45976309793,16,3,Self,44849.615433019906,3268.2790127640096,1.8937468991998685,1,CLM_312139,TPIN_10660492,2024-01-30,2024-04-28,2024-05-23,inflated_inputs,8
386595.9453330302,26397.998045344208,62331.749301607524,52380.87404370087,0.0,10,11,Tax Agent,23758.198240809787,32317.45367831639,4.714270684982327,0,CLM_592089,TPIN_22394715,2024-05-02,2024-07-30,2024-08-25,,13
306958.8879069367,29462.94533865609,44399.3508109249,122700.22006744373,78300.86925651884,17,3,Self,23570.356270924873,7759.608383699901,2.0457882555788305,1,CLM_387506,TPIN_86180775,2024-12-23,2025-03-22,2025-03-29,inflated_inputs,15
184802.62930170214,104256.65283285716,12887.356235015197,29723.217871194025,16835.86163617883,9,3,Self,83405.32226628573,425.3581934620003,0.5011798338031783,1,CLM_874252,TPIN_86959878,2024-12-09,2025-03-08,2025-03-25,ghost_business,21
3203186.1809062427,372602.49159003224,412628.2751879404,366971.2046230192,0.0,85,15,Tax Agent,335342.24243102904,97695.74294655002,13.27457975557264,0,CLM_334891,TPIN_37786468,2024-06-26,2024-09-23,2024-10-15,,22
116837.27585454476,59253.97466449398,9213.328190408125,15832.490214728252,6619.162024320127,10,24,Tax Agent,53328.577198044586,11174.50046873674,4.239876031343414,0,CLM_691652,TPIN_31882940,2024-06-06,2024-09-03,2024-09-25,,51
417574.0533807405,117880.1935012695,47951.017580715365,50496.56838818833,2545.550807472966,10,23,Tax Agent,106092.17415114255,18621.946459172657,15.406851359538436,0,CLM_115896,TPIN_10029813,2024-12-28,2025-03-27,2025-04-17,,20
205400.44226607238,24318.286477227197,28973.14492621523,107563.38978087138,78590.24485465615,11,7,Self,19454.62918178176,8337.515929140358,2.274338194749213,1,CLM_450451,TPIN_57280185,2024-03-27,2024-06-24,2024-07-08,inflated_inputs,18
961970.2876853507,729693.4247879073,37164.298063590955,200089.81983855297,162925.52177496202,16,11,Self,583754.7398303258,32387.43433285479,2.5680641969399285,1,CLM_958681,TPIN_75334939,2024-12-01,2025-02-28,2025-03-10,carousel,12
6432467.067681686,5611254.2315715235,131394.05377762602,618893.1262422814,487499.0724646554,166,9,Tax Agent,5050128.808414372,273104.9313563412,3.730265331178727,0,CLM_465750,TPIN_57831146,2024-08-05,2024-11-02,2024-11-08,,34
