transaction_id,claim_id,taxpayer_id,supplier_tpin,supplier_name,supplier_verified,invoice_number,invoice_date,gross_amount,vat_amount,net_amount,description,payment_method,payment_verified
PUR00010087-0001,CLM00010087,TPIN1000000087,TPIN1000000451,Supplier 0451,Yes,INV-9811,2023-12-08,24557,3929,20627,Equipment,Cheque,Yes
PUR00010088-0001,CLM00010088,TPIN1000000088,TPIN1000000118,Supplier 0118,Yes,INV-432296,2023-12-02,10329,1653,8677,Raw Materials,Cash,Yes
PUR00010089-0001,CLM00010089,TPIN1000000089,TPIN1000000002,Supplier 0002,Yes,INV-291334,2024-06-28,33194,5311,27883,Goods for Resale,Cash,No
PUR00010090-0001,CLM00010090,TPIN1000000090,TPIN1000000265,Supplier 0265,Yes,INV-313389,2024-06-19,36465,5834,30630,Equipment,Bank Transfer,Yes
PUR00010091-0001,CLM00010091,TPIN1000000091,TPIN1000000340,Supplier 0340,Yes,INV-506821,2024-11-14,26103,4177,21927,Services,Cash,Yes
PUR00010092-0001,CLM00010092,TPIN1000000092,TPIN1000000568,Supplier 0568,Yes,INV-490740,2024-01-28,41205,6593,34612,Raw Materials,Cash,No
PUR00010092-0002,CLM00010092,TPIN1000000092,TPIN1000000604,Supplier 0604,No,INV-529004,2024-03-22,59642,9543,50099,Equipment,Bank Transfer,Yes
PUR00010092-0003,CLM00010092,TPIN1000000092,TPIN1000000240,Supplier 0240,No,INV-66143,2024-03-22,23641,3782,19858,Raw Materials,Cheque,Yes
PUR00010093-0001,CLM00010093,TPIN1000000093,TPIN1000000358,Supplier 0358,No,INV-856844,2024-09-14,11956,1913,10043,Services,Cash,Yes
PUR00010094-0001,CLM00010094,TPIN1000000094,TPIN1000000678,Supplier 0678,Yes,INV-581675,2024-11-13,48842,7815,41027,Equipment,Cheque,No
PUR00010095-0001,CLM00010095,TPIN1000000095,TPIN1000000578,Supplier 0578,Yes,INV-984917,2023-12-09,39996,6399,33597,Equipment,Bank Transfer,Yes
PUR00010096-0001,CLM00010096,TPIN1000000096,TPIN1000000519,Supplier 0519,No,INV-398563,2024-03-05,19378,3100,16278,Goods for Resale,Bank Transfer,No
PUR00010096-0002,CLM00010096,TPIN1000000096,TPIN1000000752,Supplier 0752,No,INV-89933,2024-03-02,33033,5285,27748,Raw Materials,Cheque,Yes
PUR00010097-0001,CLM00010097,TPIN1000000097,TPIN1000000229,Supplier 0229,No,INV-659139,2024-01-02,52957,8473,44484,Goods for Resale,Cheque,Yes
PUR00010097-0002,CLM00010097,TPIN1000000097,TPIN1000000429,Supplier 0429,No,INV-450164,2024-01-24,16832,2693,14139,Services,Cash,No
PUR00010097-0003,CLM00010097,TPIN1000000097,TPIN1000000543,Supplier 0543,Yes,INV-848002,2024-01-06,57218,9155,48063,Equipment,Bank Transfer,Yes
PUR00010098-0001,CLM00010098,TPIN1000000098,TPIN1000000261,Supplier 0261,Yes,INV-360304,2024-06-15,31494,5039,26455,Goods for Resale,Cash,No
PUR00010098-0002,CLM00010098,TPIN1000000098,TPIN1000000914,Supplier 0914,No,INV-495762,2024-06-15,55861,8938,46924,Goods for Resale,Cash,No
PUR00010099-0001,CLM00010099,TPIN1000000099,TPIN1000000607,Supplier 0607,No,INV-13293,2024-11-13,44542,7127,37415,Services,Bank Transfer,Yes
PUR00010099-0002,CLM00010099,TPIN1000000099,TPIN1000000873,Supplier 0873,Yes,INV-242956,2024-10-05,14570,2331,12239,Goods for Resale,Cash,Yes
PUR00010099-0003,CLM00010099,TPIN1000000099,TPIN1000000889,Supplier 0889,Yes,INV-647093,2024-11-30,15595,2495,13100,Equipment,Cheque,Yes
PUR00010100-0001,CLM00010100,TPIN1000000100,TPIN1000000689,Supplier 0689,Yes,INV-460099,2023-10-20,53104,8497,44607,Raw Materials,Cash,Yes
PUR00010101-0001,CLM00010101,TPIN1000000101,TPIN1000000476,Supplier 0476,Yes,INV-777813,2024-02-17,44509,7121,37387,Goods for Resale,Bank Transfer,Yes
PUR00010102-0001,CLM00010102,TPIN1000000102,TPIN1000000574,Supplier 0574,Yes,INV-309474,2023-11-21,21625,3460,18165,Services,Cheque,No
PUR00010103-0001,CLM00010103,TPIN1000000103,TPIN1000000453,Supplier 0453,Yes,INV-523743,2024-09-27,38040,6086,31954,Equipment,Cash,Yes
PUR00010103-0002,CLM00010103,TPIN1000000103,TPIN1000000842,Supplier 0842,No,INV-138082,2024-08-13,57954,9273,48681,Raw Materials,Cash,No
PUR00010103-0003,CLM00010103,TPIN1000000103,TPIN1000000559,Supplier 0559,No,INV-526716,2024-10-23,32294,5167,27127,Services,Cheque,No
PUR00010104-0001,CLM00010104,TPIN1000000104,TPIN1000000641,Supplier 0641,Yes,INV-359959,2024-09-25,41890,6702,35188,Equipment,Cash,Yes
PUR00010104-0002,CLM00010104,TPIN1000000104,TPIN1000000214,Supplier 0214,Yes,INV-503282,2024-08-21,39563,6330,33233,Goods for Resale,Bank Transfer,Yes
PUR00010104-0003,CLM00010104,TPIN1000000104,TPIN1000000776,Supplier 0776,Yes,INV-16869,2024-09-16,26975,4316,22659,Goods for Resale,Bank Transfer,No
PUR00010105-0001,CLM00010105,TPIN1000000105,TPIN1000000978,Supplier 0978,No,INV-87854,2023-10-28,49232,7877,41355,Services,Cash,No
PUR00010105-0002,CLM00010105,TPIN1000000105,TPIN1000000411,Supplier 0411,Yes,INV-540020,2024-01-10,21083,3373,17710,Goods for Resale,Cash,No
PUR00010105-0003,CLM00010105,TPIN1000000105,TPIN1000000500,Supplier 0500,Yes,INV-952874,2023-11-22,47846,7655,40190,Services,Cheque,Yes
PUR00010106-0001,CLM00010106,TPIN1000000106,TPIN1000000509,Supplier 0509,Yes,INV-312706,2024-04-11,38070,6091,31979,Goods for Resale,Bank Transfer,No
PUR00010107-0001,CLM00010107,TPIN1000000107,TPIN1000000265,Supplier 0265,Yes,INV-302032,2024-01-09,39321,6291,33030,Equipment,Cheque,Yes
PUR00010108-0001,CLM00010108,TPIN1000000108,TPIN1000000893,Supplier 0893,Yes,INV-62200,2024-02-28,26644,4263,22381,Equipment,Bank Transfer,Yes
PUR00010109-0001,CLM00010109,TPIN1000000109,TPIN1000000302,Supplier 0302,Yes,INV-676204,2024-09-28,10650,1704,8946,Equipment,Bank Transfer,Yes
PUR00010110-0001,CLM00010110,TPIN1000000110,TPIN1000000308,Supplier 0308,Yes,INV-522006,2024-05-17,51987,8318,43669,Goods for Resale,Cash,Yes
PUR00010110-0002,CLM00010110,TPIN1000000110,TPIN1000000909,Supplier 0909,Yes,INV-910062,2024-04-25,13297,2128,11170,Goods for Resale,Cheque,Yes
PUR00010111-0001,CLM00010111,TPIN1000000111,TPIN1000000048,Supplier 0048,Yes,INV-517784,2024-10-11,50923,8148,42775,Raw Materials,Cheque,No
PUR00010111-0002,CLM00010111,TPIN1000000111,TPIN1000000358,Supplier 0358,Yes,INV-826268,2024-09-29,53205,8513,44692,Raw Materials,Bank Transfer,Yes
PUR00010112-0001,CLM00010112,TPIN1000000112,TPIN1000000523,Supplier 0523,Yes,INV-877017,2024-07-01,40532,6485,34047,Services,Cash,No
PUR00010113-0001,CLM00010113,TPIN1000000113,TPIN1000000151,Supplier 0151,Yes,INV-82161,2024-08-04,24508,3921,20587,Equipment,Bank Transfer,Yes
PUR00010113-0002,CLM00010113,TPIN1000000113,TPIN1000000668,Supplier 0668,No,INV-88514,2024-07-23,52592,8415,44178,Raw Materials,Bank Transfer,Yes
PUR00010113-0003,CLM00010113,TPIN1000000113,TPIN1000000225,Supplier 0225,Yes,INV-563689,2024-09-26,15423,2468,12955,Services,Cheque,No
PUR00010114-0001,CLM00010114,TPIN1000000114,TPIN1000000304,Supplier 0304,Yes,INV-951882,2024-02-02,17245,2759,14486,Goods for Resale,Bank Transfer,No
PUR00010114-0002,CLM00010114,TPIN1000000114,TPIN1000000947,Supplier 0947,No,INV-170452,2024-03-12,38172,6107,32064,Services,Cash,Yes
PUR00010115-0001,CLM00010115,TPIN1000000115,TPIN1000000635,Supplier 0635,Yes,INV-348732,2024-10-30,46887,7502,39385,Raw Materials,Cash,Yes
PUR00010115-0002,CLM00010115,TPIN1000000115,TPIN1000000803,Supplier 0803,Yes,INV-47393,2024-11-01,46550,7448,39102,Goods for Resale,Cash,No
PUR00010115-0003,CLM00010115,TPIN1000000115,TPIN1000000720,Supplier 0720,Yes,INV-963227,2024-08-15,52195,8351,43844,Equipment,Cash,Yes
PUR00010116-0001,CLM00010116,TPIN1000000116,TPIN1000000797,Supplier 0797,Yes,INV-662836,2024-06-20,53930,8629,45301,Goods for Resale,Cash,Yes
PUR00010117-0001,CLM00010117,TPIN1000000117,TPIN1000000323,Supplier 0323,Yes,INV-455571,2024-05-18,32443,5191,27252,Services,Bank Transfer,Yes
PUR00010117-0002,CLM00010117,TPIN1000000117,TPIN1000000659,Supplier 0659,No,INV-807980,2024-05-02,53741,8599,45142,Equipment,Cash,Yes
PUR00010117-0003,CLM00010117,TPIN1000000117,TPIN1000000604,Supplier 0604,No,INV-875971,2024-05-22,43117,6899,36218,Services,Cheque,Yes
PUR00010118-0001,CLM00010118,TPIN1000000118,TPIN1000000933,Supplier 0933,Yes,INV-487543,2024-07-23,15202,2432,12770,Goods for Resale,Cheque,Yes
PUR00010118-0002,CLM00010118,TPIN1000000118,TPIN1000000819,Supplier 0819,Yes,INV-476251,2024-07-22,56968,9115,47853,Goods for Resale,Cash,No
PUR00010119-0001,CLM00010119,TPIN1000000119,TPIN1000000105,Supplier 0105,Yes,INV-586492,2024-06-20,26396,4223,22172,Equipment,Cash,No
PUR00010120-0001,CLM00010120,TPIN1000000120,TPIN1000000765,Supplier 0765,Yes,INV-799883,2024-04-18,40297,6448,33850,Goods for Resale,Bank Transfer,No
PUR00010120-0002,CLM00010120,TPIN1000000120,TPIN1000000665,Supplier 0665,Yes,INV-526295,2024-06-02,25013,4002,21011,Raw Materials,Cash,Yes
PUR00010121-0001,CLM00010121,TPIN1000000121,TPIN1000000038,Supplier 0038,No,INV-641608,2024-05-17,40881,6541,34340,Equipment,Cash,Yes
PUR00010122-0001,CLM00010122,TPIN1000000122,TPIN1000000831,Supplier 0831,Yes,INV-17139,2023-10-14,31420,5027,26392,Equipment,Bank Transfer,Yes
PUR00010123-0001,CLM00010123,TPIN1000000123,TPIN1000000545,Supplier 0545,Yes,INV-902576,2024-07-12,44059,7049,37009,Raw Materials,Bank Transfer,Yes
PUR00010123-0002,CLM00010123,TPIN1000000123,TPIN1000000171,Supplier 0171,Yes,INV-625673,2024-06-08,51260,8202,43058,Raw Materials,Bank Transfer,No
PUR00010123-0003,CLM00010123,TPIN1000000123,TPIN1000000927,Supplier 0927,Yes,INV-827241,2024-04-15,16843,2695,14148,Services,Cash,Yes
PUR00010124-0001,CLM00010124,TPIN1000000124,TPIN1000000899,Supplier 0899,Yes,INV-314656,2024-09-07,15285,2446,12839,Equipment,Cash,Yes
PUR00010124-0002,CLM00010124,TPIN1000000124,TPIN1000000041,Supplier 0041,Yes,INV-957066,2024-10-15,51413,8226,43187,Raw Materials,Cash,Yes
PUR00010124-0003,CLM00010124,TPIN1000000124,TPIN1000000330,Supplier 0330,Yes,INV-312320,2024-10-06,17688,2830,14858,Equipment,Bank Transfer,Yes
PUR00010125-0001,CLM00010125,TPIN1000000125,TPIN1000000380,Supplier 0380,Yes,INV-697121,2024-06-03,18947,3032,15916,Equipment,Bank Transfer,Yes
PUR00010125-0002,CLM00010125,TPIN1000000125,TPIN1000000685,Supplier 0685,No,INV-654236,2024-06-23,45863,7338,38525,Goods for Resale,Cash,Yes
PUR00010125-0003,CLM00010125,TPIN1000000125,TPIN1000000149,Supplier 0149,Yes,INV-141917,2024-06-19,20041,3207,16835,Raw Materials,Cheque,No
PUR00010126-0001,CLM00010126,TPIN1000000126,TPIN1000000783,Supplier 0783,No,INV-727117,2024-09-04,20421,3267,17154,Raw Materials,Bank Transfer,No
PUR00010126-0002,CLM00010126,TPIN1000000126,TPIN1000000714,Supplier 0714,Yes,INV-627735,2024-09-03,59442,9511,49932,Goods for Resale,Cash,No
PUR00010126-0003,CLM00010126,TPIN1000000126,TPIN1000000311,Supplier 0311,Yes,INV-282534,2024-07-25,51903,8304,43599,Equipment,Cash,No
PUR00010127-0001,CLM00010127,TPIN1000000127,TPIN1000000769,Supplier 0769,Yes,INV-388555,2024-09-20,19829,3173,16656,Goods for Resale,Cash,No
PUR00010128-0001,CLM00010128,TPIN1000000128,TPIN1000000458,Supplier 0458,No,INV-76623,2024-07-06,39235,6278,32957,Goods for Resale,Cheque,No
PUR00010129-0001,CLM00010129,TPIN1000000129,TPIN1000000867,Supplier 0867,Yes,INV-825893,2024-01-25,34275,5484,28791,Raw Materials,Cash,Yes
PUR00010129-0002,CLM00010129,TPIN1000000129,TPIN1000000353,Supplier 0353,Yes,INV-325442,2024-02-16,46376,7420,38956,Services,Cash,No
PUR00010130-0001,CLM00010130,TPIN1000000130,TPIN1000000922,Supplier 0922,Yes,INV-37914,2023-10-21,24913,3986,20927,Goods for Resale,Bank Transfer,No
PUR00010130-0002,CLM00010130,TPIN1000000130,TPIN1000000369,Supplier 0369,Yes,INV-171365,2023-11-29,50790,8126,42664,Services,Cash,Yes
PUR00010130-0003,CLM00010130,TPIN1000000130,TPIN1000000991,Supplier 0991,Yes,INV-453315,2023-12-22,37882,6061,31821,Services,Cheque,No
PUR00010131-0001,CLM00010131,TPIN1000000131,TPIN1000000657,Supplier 0657,Yes,INV-434353,2024-08-13,44954,7193,37762,Services,Bank Transfer,No
PUR00010132-0001,CLM00010132,TPIN1000000132,TPIN1000000121,Supplier 0121,Yes,INV-732027,2023-12-16,46134,7381,38753,Services,Cash,No
PUR00010132-0002,CLM00010132,TPIN1000000132,TPIN1000000692,Supplier 0692,Yes,INV-662610,2024-01-20,44640,7142,37498,Goods for Resale,Cheque,Yes
PUR00010132-0003,CLM00010132,TPIN1000000132,TPIN1000000683,Supplier 0683,Yes,INV-986146,2023-11-17,25835,4134,21701,Equipment,Cash,Yes
PUR00010133-0001,CLM00010133,TPIN1000000133,TPIN1000000067,Supplier 0067,Yes,INV-936708,2024-01-30,52899,8464,44435,Equipment,Cash,No
PUR00010133-0002,CLM00010133,TPIN1000000133,TPIN1000000898,Supplier 0898,Yes,INV-106112,2024-02-19,20434,3269,17164,Services,Cheque,Yes
PUR00010134-0001,CLM00010134,TPIN1000000134,TPIN1000000152,Supplier 0152,Yes,INV-368356,2024-02-03,49713,7954,41759,Equipment,Cash,Yes
PUR00010135-0001,CLM00010135,TPIN1000000135,TPIN1000000133,Supplier 0133,Yes,INV-418375,2024-09-05,52618,8419,44199,Equipment,Cash,Yes
PUR00010135-0002,CLM00010135,TPIN1000000135,TPIN1000000094,Supplier 0094,Yes,INV-396033,2024-09-26,20550,3288,17262,Services,Cheque,Yes
PUR00010136-0001,CLM00010136,TPIN1000000136,TPIN1000000129,Supplier 0129,Yes,INV-149566,2024-08-03,36956,5913,31043,Equipment,Bank Transfer,Yes
PUR00010136-0002,CLM00010136,TPIN1000000136,TPIN1000000916,Supplier 0916,No,INV-619611,2024-07-24,36764,5882,30882,Equipment,Cheque,Yes
PUR00010137-0001,CLM00010137,TPIN1000000137,TPIN1000000428,Supplier 0428,No,INV-866599,2023-10-26,23073,3692,19381,Goods for Resale,Cheque,No
PUR00010138-0001,CLM00010138,TPIN1000000138,TPIN1000000606,Supplier 0606,No,INV-884275,2024-03-14,15322,2452,12871,Equipment,Cheque,Yes
PUR00010138-0002,CLM00010138,TPIN1000000138,TPIN1000000208,Supplier 0208,Yes,INV-838728,2024-03-15,11447,1832,9616,Equipment,Cash,No
PUR00010139-0001,CLM00010139,TPIN1000000139,TPIN1000000153,Supplier 0153,Yes,INV-447798,2024-03-19,53016,8483,44534,Goods for Resale,Bank Transfer,No
PUR00010139-0002,CLM00010139,TPIN1000000139,TPIN1000000913,Supplier 0913,No,INV-314305,2024-02-20,58322,9332,48990,Raw Materials,Cheque,Yes
PUR00010140-0001,CLM00010140,TPIN1000000140,TPIN1000000027,Supplier 0027,No,INV-859212,2024-03-08,36628,5861,30768,Raw Materials,Bank Transfer,No
PUR00010141-0001,CLM00010141,TPIN1000000141,TPIN1000000522,Supplier 0522,No,INV-305478,2024-10-11,29350,4696,24654,Services,Cheque,No
PUR00010142-0001,CLM00010142,TPIN1000000142,TPIN1000000336,Supplier 0336,Yes,INV-67532,2024-02-17,32014,5122,26892,Raw Materials,Bank Transfer,Yes
PUR00010142-0002,CLM00010142,TPIN1000000142,TPIN1000000198,Supplier 0198,Yes,INV-354231,2024-03-20,23667,3787,19880,Raw Materials,Cheque,Yes
PUR00010143-0001,CLM00010143,TPIN1000000143,TPIN1000000969,Supplier 0969,Yes,INV-555456,2024-02-29,22677,3628,19049,Services,Cheque,Yes
PUR00010143-0002,CLM00010143,TPIN1000000143,TPIN1000000744,Supplier 0744,Yes,INV-984321,2024-03-30,26270,4203,22067,Services,Cheque,No
PUR00010144-0001,CLM00010144,TPIN1000000144,TPIN1000000253,Supplier 0253,No,INV-919108,2024-03-23,53710,8594,45116,Raw Materials,Cash,Yes
PUR00010144-0002,CLM00010144,TPIN1000000144,TPIN1000000358,Supplier 0358,No,INV-298146,2024-03-21,32376,5180,27196,Raw Materials,Cash,No
PUR00010144-0003,CLM00010144,TPIN1000000144,TPIN1000000390,Supplier 0390,Yes,INV-283541,2024-05-24,13173,2108,11065,Raw Materials,Bank Transfer,No
PUR00010145-0001,CLM00010145,TPIN1000000145,TPIN1000000443,Supplier 0443,No,INV-301083,2024-08-20,59975,9596,50379,Raw Materials,Cash,No
PUR00010145-0002,CLM00010145,TPIN1000000145,TPIN1000000081,Supplier 0081,No,INV-419213,2024-07-16,42125,6740,35385,Raw Materials,Cash,Yes
PUR00010146-0001,CLM00010146,TPIN1000000146,TPIN1000000726,Supplier 0726,Yes,INV-899803,2024-01-21,50677,8108,42569,Equipment,Cash,No
PUR00010146-0002,CLM00010146,TPIN1000000146,TPIN1000000069,Supplier 0069,Yes,INV-651714,2024-02-22,48293,7727,40566,Raw Materials,Bank Transfer,Yes
PUR00010146-0003,CLM00010146,TPIN1000000146,TPIN1000000693,Supplier 0693,Yes,INV-429081,2024-02-08,13873,2220,11653,Goods for Resale,Cheque,Yes
PUR00010147-0001,CLM00010147,TPIN1000000147,TPIN1000000880,Supplier 0880,Yes,INV-251113,2024-10-17,56151,8984,47167,Services,Bank Transfer,Yes
PUR00010147-0002,CLM00010147,TPIN1000000147,TPIN1000000569,Supplier 0569,Yes,INV-501644,2024-10-02,17800,2848,14952,Services,Cash,Yes
PUR00010147-0003,CLM00010147,TPIN1000000147,TPIN1000000808,Supplier 0808,Yes,INV-246151,2024-10-15,11403,1824,9578,Raw Materials,Bank Transfer,Yes
PUR00010148-0001,CLM00010148,TPIN1000000148,TPIN1000000181,Supplier 0181,Yes,INV-324323,2024-05-16,46335,7414,38921,Raw Materials,Bank Transfer,Yes
PUR00010149-0001,CLM00010149,TPIN1000000149,TPIN1000000982,Supplier 0982,Yes,INV-346755,2024-11-24,42645,6823,35821,Equipment,Cheque,Yes
PUR00010149-0002,CLM00010149,TPIN1000000149,TPIN1000000648,Supplier 0648,Yes,INV-656922,2024-11-19,50249,8040,42209,Equipment,Cash,No
PUR00010149-0003,CLM00010149,TPIN1000000149,TPIN1000000446,Supplier 0446,No,INV-832531,2024-10-26,52762,8442,44320,Equipment,Bank Transfer,No
PUR00010150-0001,CLM00010150,TPIN1000000150,TPIN1000000281,Supplier 0281,Yes,INV-555311,2024-02-29,200132,32021,168111,Goods for Resale,Cheque,Yes
PUR00010150-0002,CLM00010150,TPIN1000000150,TPIN1000000648,Supplier 0648,Yes,INV-753336,2024-01-22,46585,7454,39132,Services,Cash,Yes
PUR00010150-0003,CLM00010150,TPIN1000000150,TPIN1000000037,Supplier 0037,Yes,INV-569910,2024-01-28,186359,29817,156541,Goods for Resale,Cash,Yes
PUR00010150-0004,CLM00010150,TPIN1000000150,TPIN1000000924,Supplier 0924,Yes,INV-313250,2023-12-03,24519,3923,20596,Equipment,Cash,Yes
PUR00010150-0005,CLM00010150,TPIN1000000150,TPIN1000000929,Supplier 0929,Yes,INV-139342,2024-01-07,159007,25441,133566,Services,Cheque,Yes
PUR00010151-0001,CLM00010151,TPIN1000000151,TPIN1000000793,Supplier 0793,Yes,INV-443477,2024-01-20,94469,15115,79354,Equipment,Cheque,Yes
PUR00010151-0002,CLM00010151,TPIN1000000151,TPIN1000000645,Supplier 0645,Yes,INV-323063,2023-11-12,51121,8179,42941,Raw Materials,Cash,Yes
PUR00010151-0003,CLM00010151,TPIN1000000151,TPIN1000000704,Supplier 0704,Yes,INV-441062,2023-12-13,53316,8531,44785,Equipment,Cheque,Yes
PUR00010151-0004,CLM00010151,TPIN1000000151,TPIN1000000310,Supplier 0310,Yes,INV-123765,2024-01-03,82719,13235,69484,Raw Materials,Cheque,Yes
PUR00010151-0005,CLM00010151,TPIN1000000151,TPIN1000000658,Supplier 0658,Yes,INV-562123,2024-02-04,99962,15994,83968,Goods for Resale,Bank Transfer,Yes
PUR00010151-0006,CLM00010151,TPIN1000000151,TPIN1000000425,Supplier 0425,Yes,INV-97977,2024-01-23,40180,6429,33751,Raw Materials,Bank Transfer,Yes
PUR00010152-0001,CLM00010152,TPIN1000000152,TPIN1000000313,Supplier 0313,Yes,INV-859333,2024-04-20,127699,20432,107268,Services,Bank Transfer,Yes
PUR00010152-0002,CLM00010152,TPIN1000000152,TPIN1000000652,Supplier 0652,Yes,INV-574321,2024-03-26,137364,21978,115386,Services,Bank Transfer,Yes
PUR00010152-0003,CLM00010152,TPIN1000000152,TPIN1000000324,Supplier 0324,Yes,INV-556184,2024-04-11,91170,14587,76583,Goods for Resale,Cash,Yes
PUR00010152-0004,CLM00010152,TPIN1000000152,TPIN1000000190,Supplier 0190,Yes,INV-227339,2024-04-29,73513,11762,61751,Raw Materials,Bank Transfer,Yes
PUR00010152-0005,CLM00010152,TPIN1000000152,TPIN1000000393,Supplier 0393,Yes,INV-565561,2024-02-29,131855,21097,110758,Raw Materials,Cheque,Yes
PUR00010153-0001,CLM00010153,TPIN1000000153,TPIN1000000716,Supplier 0716,Yes,INV-507698,2024-06-29,177278,28364,148913,Equipment,Cash,Yes
PUR00010153-0002,CLM00010153,TPIN1000000153,TPIN1000000144,Supplier 0144,Yes,INV-269702,2024-06-26,160358,25657,134701,Services,Cash,Yes
PUR00010153-0003,CLM00010153,TPIN1000000153,TPIN1000000857,Supplier 0857,Yes,INV-52599,2024-06-23,73568,11771,61797,Goods for Resale,Bank Transfer,Yes
PUR00010153-0004,CLM00010153,TPIN1000000153,TPIN1000000300,Supplier 0300,Yes,INV-116928,2024-05-25,14695,2351,12344,Raw Materials,Cash,Yes
PUR00010153-0005,CLM00010153,TPIN1000000153,TPIN1000000688,Supplier 0688,Yes,INV-255245,2024-05-06,30827,4932,25895,Goods for Resale,Cash,Yes
PUR00010153-0006,CLM00010153,TPIN1000000153,TPIN1000000276,Supplier 0276,Yes,INV-948958,2024-07-11,189204,30273,158931,Raw Materials,Bank Transfer,Yes
PUR00010153-0007,CLM00010153,TPIN1000000153,TPIN1000000613,Supplier 0613,Yes,INV-400668,2024-05-13,156806,25089,131717,Goods for Resale,Bank Transfer,Yes
PUR00010153-0008,CLM00010153,TPIN1000000153,TPIN1000000984,Supplier 0984,Yes,INV-218232,2024-05-20,16662,2666,13996,Equipment,Cheque,Yes
PUR00010153-0009,CLM00010153,TPIN1000000153,TPIN1000000959,Supplier 0959,Yes,INV-320387,2024-06-09,54974,8796,46178,Raw Materials,Cheque,Yes
PUR00010154-0001,CLM00010154,TPIN1000000154,TPIN1000000244,Supplier 0244,Yes,INV-427322,2023-12-05,62955,10073,52882,Raw Materials,Bank Transfer,Yes
PUR00010154-0002,CLM00010154,TPIN1000000154,TPIN1000000359,Supplier 0359,Yes,INV-301185,2023-12-20,80652,12904,67747,Goods for Resale,Bank Transfer,Yes
PUR00010154-0003,CLM00010154,TPIN1000000154,TPIN1000000792,Supplier 0792,Yes,INV-825267,2023-10-16,137646,22023,115622,Equipment,Bank Transfer,Yes
PUR00010154-0004,CLM00010154,TPIN1000000154,TPIN1000000509,Supplier 0509,Yes,INV-287333,2023-12-02,93898,15024,78874,Raw Materials,Cheque,Yes
PUR00010154-0005,CLM00010154,TPIN1000000154,TPIN1000000816,Supplier 0816,Yes,INV-559488,2023-12-30,62816,10051,52766,Raw Materials,Cheque,Yes
PUR00010154-0006,CLM00010154,TPIN1000000154,TPIN1000000855,Supplier 0855,Yes,INV-210800,2023-12-06,81866,13099,68767,Equipment,Bank Transfer,Yes
PUR00010154-0007,CLM00010154,TPIN1000000154,TPIN1000000034,Supplier 0034,Yes,INV-353401,2023-11-13,44796,7167,37629,Services,Cash,Yes
PUR00010154-0008,CLM00010154,TPIN1000000154,TPIN1000000467,Supplier 0467,Yes,INV-566468,2023-11-19,194769,31163,163606,Raw Materials,Cash,Yes
PUR00010154-0009,CLM00010154,TPIN1000000154,TPIN1000000684,Supplier 0684,Yes,INV-486530,2024-01-01,166350,26616,139734,Raw Materials,Bank Transfer,Yes
PUR00010154-0010,CLM00010154,TPIN1000000154,TPIN1000000258,Supplier 0258,Yes,INV-35284,2023-12-24,103427,16548,86878,Goods for Resale,Bank Transfer,Yes
PUR00010154-0011,CLM00010154,TPIN1000000154,TPIN1000000091,Supplier 0091,Yes,INV-775060,2023-11-21,66435,10630,55805,Raw Materials,Bank Transfer,Yes
