transaction_id,claim_id,taxpayer_id,customer_name,customer_country,invoice_number,invoice_date,is_export,gross_amount,vat_amount,net_amount,export_doc_reference,payment_received
SAL00010093-0002,CLM00010093,TPIN1000000093,Local Customer 1,Zambia,SINV-267177,2024-09-18,No,100015,16002,84013,N/A,Yes
SAL00010093-0003,CLM00010093,TPIN1000000093,DRC Buyer 2,Malawi,SINV-740059,2024-11-13,Yes,75949,0,75949,EXP-777813,No
SAL00010094-0001,CLM00010094,TPIN1000000094,Local Customer 0,Zambia,SINV-994940,2024-09-26,No,167334,26773,140561,N/A,Yes
SAL00010094-0002,CLM00010094,TPIN1000000094,Local Customer 1,Zambia,SINV-90586,2024-11-01,No,286846,45895,240951,N/A,Yes
SAL00010094-0003,CLM00010094,TPIN1000000094,Local Customer 2,Zambia,SINV-541829,2024-09-09,No,16033,2565,13468,N/A,Yes
SAL00010095-0001,CLM00010095,TPIN1000000095,Local Customer 0,Zambia,SINV-554169,2023-12-18,No,45047,7207,37839,N/A,Yes
SAL00010095-0002,CLM00010095,TPIN1000000095,Local Customer 1,Zambia,SINV-254668,2023-11-26,No,31457,5033,26424,N/A,Yes
SAL00010096-0001,CLM00010096,TPIN1000000096,Local Customer 0,Zambia,SINV-234079,2024-02-06,No,63437,10150,53287,N/A,Yes
SAL00010096-0002,CLM00010096,TPIN1000000096,Local Customer 1,Zambia,SINV-467494,2024-02-27,No,304181,48669,255512,N/A,Yes
SAL00010096-0003,CLM00010096,TPIN1000000096,Zimbabwe Buyer 2,Malawi,SINV-213320,2024-04-07,Yes,31510,0,31510,EXP-910340,No
SAL00010097-0001,CLM00010097,TPIN1000000097,South Africa Buyer 0,China,SINV-230357,2024-01-24,Yes,87658,0,87658,EXP-761930,No
SAL00010098-0001,CLM00010098,TPIN1000000098,Local Customer 0,Zambia,SINV-814026,2024-06-02,No,143113,22898,120215,N/A,Yes
SAL00010099-0001,CLM00010099,TPIN1000000099,Botswana Buyer 0,DRC,SINV-989365,2024-09-09,Yes,162102,0,162102,EXP-112782,No
SAL00010100-0001,CLM00010100,TPIN1000000100,Local Customer 0,Zambia,SINV-294245,2023-10-16,No,40331,6453,33878,N/A,Yes
SAL00010100-0002,CLM00010100,TPIN1000000100,DRC Buyer 1,Tanzania,SINV-963933,2023-12-31,Yes,200747,0,200747,EXP-172492,Yes
SAL00010100-0003,CLM00010100,TPIN1000000100,Local Customer 2,Zambia,SINV-197877,2023-12-19,No,281926,45108,236818,N/A,Yes
SAL00010101-0001,CLM00010101,TPIN1000000101,Zimbabwe Buyer 0,Zimbabwe,SINV-471390,2024-01-03,Yes,224796,0,224796,EXP-74930,Yes
SAL00010101-0002,CLM00010101,TPIN1000000101,UAE Buyer 1,South Africa,SINV-898535,2023-12-09,Yes,225383,0,225383,EXP-470881,No
SAL00010101-0003,CLM00010101,TPIN1000000101,Local Customer 2,Zambia,SINV-747486,2023-12-15,No,189984,30397,159586,N/A,Yes
SAL00010102-0001,CLM00010102,TPIN1000000102,Local Customer 0,Zambia,SINV-368647,2024-01-18,No,256292,41007,215286,N/A,Yes
SAL00010102-0002,CLM00010102,TPIN1000000102,Local Customer 1,Zambia,SINV-238300,2024-01-19,No,109829,17573,92256,N/A,Yes
SAL00010102-0003,CLM00010102,TPIN1000000102,South Africa Buyer 2,UAE,SINV-352024,2024-01-23,Yes,212270,0,212270,EXP-612854,No
SAL00010103-0001,CLM00010103,TPIN1000000103,Local Customer 0,Zambia,SINV-874370,2024-09-12,No,81103,12977,68127,N/A,Yes
SAL00010104-0001,CLM00010104,TPIN1000000104,DRC Buyer 0,UAE,SINV-496360,2024-09-20,Yes,41030,0,41030,EXP-114396,Yes
SAL00010104-0002,CLM00010104,TPIN1000000104,UAE Buyer 1,South Africa,SINV-329279,2024-09-19,Yes,49029,0,49029,EXP-768313,No
SAL00010105-0001,CLM00010105,TPIN1000000105,Tanzania Buyer 0,South Africa,SINV-398817,2024-01-02,Yes,122598,0,122598,EXP-347912,No
SAL00010105-0002,CLM00010105,TPIN1000000105,Local Customer 1,Zambia,SINV-124376,2023-11-13,No,12122,1940,10183,N/A,Yes
SAL00010105-0003,CLM00010105,TPIN1000000105,Local Customer 2,Zambia,SINV-177185,2023-12-19,No,173005,27681,145324,N/A,Yes
SAL00010106-0001,CLM00010106,TPIN1000000106,UAE Buyer 0,UAE,SINV-587025,2024-02-07,Yes,148168,0,148168,EXP-784724,Yes
SAL00010106-0002,CLM00010106,TPIN1000000106,Zimbabwe Buyer 1,DRC,SINV-61525,2024-02-17,Yes,70478,0,70478,EXP-775684,Yes
SAL00010106-0003,CLM00010106,TPIN1000000106,Local Customer 2,Zambia,SINV-621411,2024-03-16,No,24664,3946,20718,N/A,Yes
SAL00010107-0001,CLM00010107,TPIN1000000107,China Buyer 0,Botswana,SINV-226907,2024-01-22,Yes,48346,0,48346,EXP-199733,No
SAL00010107-0002,CLM00010107,TPIN1000000107,Local Customer 1,Zambia,SINV-819666,2024-01-13,No,17190,2750,14440,N/A,Yes
SAL00010107-0003,CLM00010107,TPIN1000000107,Local Customer 2,Zambia,SINV-847016,2024-01-11,No,130366,20859,109507,N/A,Yes
SAL00010108-0001,CLM00010108,TPIN1000000108,Malawi Buyer 0,UK,SINV-308467,2024-04-22,Yes,129724,0,129724,EXP-446505,No
SAL00010108-0002,CLM00010108,TPIN1000000108,Local Customer 1,Zambia,SINV-181196,2024-03-07,No,63384,10141,53243,N/A,Yes
SAL00010109-0001,CLM00010109,TPIN1000000109,Local Customer 0,Zambia,SINV-101200,2024-08-13,No,205447,32871,172575,N/A,Yes
SAL00010110-0001,CLM00010110,TPIN1000000110,Local Customer 0,Zambia,SINV-891861,2024-04-01,No,87877,14060,73816,N/A,Yes
SAL00010110-0002,CLM00010110,TPIN1000000110,Malawi Buyer 1,Zimbabwe,SINV-491094,2024-05-28,Yes,155473,0,155473,EXP-733595,No
SAL00010110-0003,CLM00010110,TPIN1000000110,South Africa Buyer 2,UK,SINV-373759,2024-05-04,Yes,257042,0,257042,EXP-962920,No
SAL00010111-0001,CLM00010111,TPIN1000000111,Local Customer 0,Zambia,SINV-459392,2024-08-26,No,270302,43248,227054,N/A,Yes
SAL00010111-0002,CLM00010111,TPIN1000000111,Local Customer 1,Zambia,SINV-25905,2024-08-24,No,65895,10543,55352,N/A,Yes
SAL00010111-0003,CLM00010111,TPIN1000000111,DRC Buyer 2,DRC,SINV-713689,2024-08-27,Yes,125817,0,125817,EXP-199767,No
SAL00010112-0001,CLM00010112,TPIN1000000112,Botswana Buyer 0,Tanzania,SINV-478768,2024-08-02,Yes,270161,0,270161,EXP-493556,No
SAL00010112-0002,CLM00010112,TPIN1000000112,Botswana Buyer 1,UK,SINV-364646,2024-09-04,Yes,160534,0,160534,EXP-183076,No
SAL00010112-0003,CLM00010112,TPIN1000000112,Local Customer 2,Zambia,SINV-837222,2024-07-10,No,98476,15756,82719,N/A,Yes
SAL00010113-0001,CLM00010113,TPIN1000000113,Local Customer 0,Zambia,SINV-492742,2024-08-19,No,171207,27393,143814,N/A,Yes
SAL00010113-0002,CLM00010113,TPIN1000000113,UAE Buyer 1,Zimbabwe,SINV-20476,2024-09-06,Yes,173884,0,173884,EXP-650037,Yes
SAL00010113-0003,CLM00010113,TPIN1000000113,South Africa Buyer 2,Botswana,SINV-953420,2024-09-17,Yes,92109,0,92109,EXP-129094,No
SAL00010114-0001,CLM00010114,TPIN1000000114,Local Customer 0,Zambia,SINV-887838,2024-03-18,No,261742,41879,219863,N/A,Yes
SAL00010115-0001,CLM00010115,TPIN1000000115,Local Customer 0,Zambia,SINV-628881,2024-10-13,No,107873,17260,90613,N/A,Yes
SAL00010115-0002,CLM00010115,TPIN1000000115,Local Customer 1,Zambia,SINV-501986,2024-09-14,No,134602,21536,113066,N/A,Yes
SAL00010116-0001,CLM00010116,TPIN1000000116,Local Customer 0,Zambia,SINV-505094,2024-05-22,No,227416,36387,191029,N/A,Yes
SAL00010116-0002,CLM00010116,TPIN1000000116,South Africa Buyer 1,DRC,SINV-472517,2024-04-29,Yes,231095,0,231095,EXP-477172,No
SAL00010116-0003,CLM00010116,TPIN1000000116,Malawi Buyer 2,UK,SINV-733230,2024-06-14,Yes,144781,0,144781,EXP-897247,No
SAL00010117-0001,CLM00010117,TPIN1000000117,Zimbabwe Buyer 0,UK,SINV-372637,2024-04-24,Yes,183279,0,183279,EXP-475428,Yes
SAL00010117-0002,CLM00010117,TPIN1000000117,Local Customer 1,Zambia,SINV-535721,2024-07-03,No,231496,37039,194457,N/A,Yes
SAL00010117-0003,CLM00010117,TPIN1000000117,Tanzania Buyer 2,Zimbabwe,SINV-8023,2024-06-05,Yes,250075,0,250075,EXP-884420,No
SAL00010118-0001,CLM00010118,TPIN1000000118,Tanzania Buyer 0,Botswana,SINV-919161,2024-08-09,Yes,26326,0,26326,EXP-810028,Yes
SAL00010119-0001,CLM00010119,TPIN1000000119,Tanzania Buyer 0,Tanzania,SINV-586658,2024-07-27,Yes,17021,0,17021,EXP-974266,Yes
SAL00010119-0002,CLM00010119,TPIN1000000119,DRC Buyer 1,DRC,SINV-124661,2024-06-23,Yes,251750,0,251750,EXP-278081,Yes
SAL00010120-0001,CLM00010120,TPIN1000000120,Local Customer 0,Zambia,SINV-99652,2024-04-22,No,280061,44810,235251,N/A,Yes
SAL00010120-0002,CLM00010120,TPIN1000000120,Tanzania Buyer 1,Malawi,SINV-938867,2024-04-12,Yes,154865,0,154865,EXP-305069,No
SAL00010120-0003,CLM00010120,TPIN1000000120,China Buyer 2,Tanzania,SINV-786330,2024-06-03,Yes,47082,0,47082,EXP-194251,Yes
SAL00010121-0001,CLM00010121,TPIN1000000121,UAE Buyer 0,China,SINV-104791,2024-06-14,Yes,53284,0,53284,EXP-174461,No
SAL00010121-0002,CLM00010121,TPIN1000000121,Local Customer 1,Zambia,SINV-895609,2024-07-02,No,46377,7420,38956,N/A,Yes
SAL00010122-0001,CLM00010122,TPIN1000000122,China Buyer 0,Botswana,SINV-538515,2023-11-26,Yes,40201,0,40201,EXP-673535,No
SAL00010122-0002,CLM00010122,TPIN1000000122,Local Customer 1,Zambia,SINV-71031,2023-11-19,No,63384,10141,53242,N/A,Yes
SAL00010123-0001,CLM00010123,TPIN1000000123,Local Customer 0,Zambia,SINV-116183,2024-04-25,No,209623,33540,176083,N/A,Yes
SAL00010123-0002,CLM00010123,TPIN1000000123,Local Customer 1,Zambia,SINV-680562,2024-04-25,No,297237,47558,249679,N/A,Yes
SAL00010124-0001,CLM00010124,TPIN1000000124,DRC Buyer 0,South Africa,SINV-96262,2024-10-10,Yes,40550,0,40550,EXP-235563,No
SAL00010124-0002,CLM00010124,TPIN1000000124,Local Customer 1,Zambia,SINV-605648,2024-10-24,No,304154,48665,255489,N/A,Yes
SAL00010124-0003,CLM00010124,TPIN1000000124,Tanzania Buyer 2,Tanzania,SINV-336025,2024-09-27,Yes,155728,0,155728,EXP-826693,No
SAL00010125-0001,CLM00010125,TPIN1000000125,Malawi Buyer 0,UAE,SINV-892593,2024-07-16,Yes,224569,0,224569,EXP-399477,Yes
SAL00010125-0002,CLM00010125,TPIN1000000125,Local Customer 1,Zambia,SINV-615721,2024-04-28,No,298761,47802,250959,N/A,Yes
SAL00010125-0003,CLM00010125,TPIN1000000125,Local Customer 2,Zambia,SINV-859681,2024-07-15,No,111602,17856,93746,N/A,Yes
SAL00010126-0001,CLM00010126,TPIN1000000126,Local Customer 0,Zambia,SINV-307616,2024-08-19,No,306447,49032,257416,N/A,Yes
SAL00010127-0001,CLM00010127,TPIN1000000127,Local Customer 0,Zambia,SINV-856999,2024-08-26,No,33873,5420,28453,N/A,Yes
SAL00010127-0002,CLM00010127,TPIN1000000127,Local Customer 1,Zambia,SINV-325830,2024-09-03,No,124992,19999,104993,N/A,Yes
SAL00010128-0001,CLM00010128,TPIN1000000128,Botswana Buyer 0,Zimbabwe,SINV-531973,2024-08-16,Yes,170206,0,170206,EXP-31524,Yes
SAL00010128-0002,CLM00010128,TPIN1000000128,Local Customer 1,Zambia,SINV-155582,2024-07-16,No,203566,32571,170995,N/A,Yes
SAL00010128-0003,CLM00010128,TPIN1000000128,UAE Buyer 2,South Africa,SINV-383420,2024-07-01,Yes,160058,0,160058,EXP-235370,No
SAL00010129-0001,CLM00010129,TPIN1000000129,South Africa Buyer 0,China,SINV-619866,2024-02-10,Yes,253770,0,253770,EXP-22697,Yes
SAL00010130-0001,CLM00010130,TPIN1000000130,Local Customer 0,Zambia,SINV-267664,2023-11-12,No,263340,42134,221205,N/A,Yes
SAL00010130-0002,CLM00010130,TPIN1000000130,Local Customer 1,Zambia,SINV-188956,2023-11-20,No,81479,13037,68443,N/A,Yes
SAL00010131-0001,CLM00010131,TPIN1000000131,Local Customer 0,Zambia,SINV-914693,2024-08-20,No,159887,25582,134305,N/A,Yes
SAL00010131-0002,CLM00010131,TPIN1000000131,Local Customer 1,Zambia,SINV-896173,2024-08-19,No,209402,33504,175898,N/A,Yes
SAL00010132-0001,CLM00010132,TPIN1000000132,UAE Buyer 0,Zimbabwe,SINV-208789,2024-01-15,Yes,229232,0,229232,EXP-92579,Yes
SAL00010133-0001,CLM00010133,TPIN1000000133,Local Customer 0,Zambia,SINV-727124,2024-02-15,No,217637,34822,182815,N/A,Yes
SAL00010133-0002,CLM00010133,TPIN1000000133,Tanzania Buyer 1,South Africa,SINV-704777,2024-03-21,Yes,78390,0,78390,EXP-780563,Yes
SAL00010133-0003,CLM00010133,TPIN1000000133,Local Customer 2,Zambia,SINV-571904,2024-03-02,No,86516,13843,72673,N/A,Yes
SAL00010134-0001,CLM00010134,TPIN1000000134,Botswana Buyer 0,DRC,SINV-187185,2024-01-15,Yes,211239,0,211239,EXP-800029,No
SAL00010134-0002,CLM00010134,TPIN1000000134,Local Customer 1,Zambia,SINV-852766,2024-02-24,No,200366,32058,168307,N/A,Yes
SAL00010134-0003,CLM00010134,TPIN1000000134,Local Customer 2,Zambia,SINV-325290,2024-01-03,No,275967,44155,231812,N/A,Yes
SAL00010135-0001,CLM00010135,TPIN1000000135,Malawi Buyer 0,UK,SINV-118803,2024-09-02,Yes,117917,0,117917,EXP-975975,Yes
SAL00010135-0002,CLM00010135,TPIN1000000135,China Buyer 1,Malawi,SINV-685863,2024-07-12,Yes,244484,0,244484,EXP-514703,No
SAL00010135-0003,CLM00010135,TPIN1000000135,Local Customer 2,Zambia,SINV-957494,2024-08-29,No,149788,23966,125822,N/A,Yes
SAL00010136-0001,CLM00010136,TPIN1000000136,Local Customer 0,Zambia,SINV-697508,2024-08-08,No,67521,10803,56718,N/A,Yes
SAL00010137-0001,CLM00010137,TPIN1000000137,Local Customer 0,Zambia,SINV-443177,2023-11-05,No,110222,17636,92586,N/A,Yes
SAL00010138-0001,CLM00010138,TPIN1000000138,Local Customer 0,Zambia,SINV-60002,2024-05-07,No,226692,36271,190421,N/A,Yes
SAL00010139-0001,CLM00010139,TPIN1000000139,South Africa Buyer 0,Zimbabwe,SINV-738523,2024-04-16,Yes,305286,0,305286,EXP-948177,No
SAL00010139-0002,CLM00010139,TPIN1000000139,Local Customer 1,Zambia,SINV-530661,2024-03-09,No,135151,21624,113527,N/A,Yes
SAL00010140-0001,CLM00010140,TPIN1000000140,Local Customer 0,Zambia,SINV-58125,2024-04-30,No,308824,49412,259412,N/A,Yes
SAL00010141-0001,CLM00010141,TPIN1000000141,Local Customer 0,Zambia,SINV-455689,2024-10-06,No,63622,10179,53442,N/A,Yes
SAL00010141-0002,CLM00010141,TPIN1000000141,Local Customer 1,Zambia,SINV-446455,2024-10-09,No,282944,45271,237673,N/A,Yes
SAL00010141-0003,CLM00010141,TPIN1000000141,Local Customer 2,Zambia,SINV-404529,2024-10-09,No,191541,30647,160895,N/A,Yes
SAL00010142-0001,CLM00010142,TPIN1000000142,Local Customer 0,Zambia,SINV-67805,2024-02-23,No,181968,29115,152853,N/A,Yes
SAL00010143-0001,CLM00010143,TPIN1000000143,Local Customer 0,Zambia,SINV-811268,2024-03-01,No,191423,30628,160795,N/A,Yes
SAL00010144-0001,CLM00010144,TPIN1000000144,DRC Buyer 0,Botswana,SINV-23777,2024-04-21,Yes,136186,0,136186,EXP-860748,Yes
SAL00010145-0001,CLM00010145,TPIN1000000145,Local Customer 0,Zambia,SINV-566518,2024-07-30,No,58010,9282,48728,N/A,Yes
SAL00010145-0002,CLM00010145,TPIN1000000145,Local Customer 1,Zambia,SINV-822365,2024-06-08,No,265564,42490,223074,N/A,Yes
SAL00010145-0003,CLM00010145,TPIN1000000145,Local Customer 2,Zambia,SINV-368018,2024-06-20,No,60343,9655,50688,N/A,Yes
SAL00010146-0001,CLM00010146,TPIN1000000146,Local Customer 0,Zambia,SINV-225566,2024-01-11,No,140587,22494,118093,N/A,Yes
SAL00010146-0002,CLM00010146,TPIN1000000146,Local Customer 1,Zambia,SINV-414014,2024-02-22,No,304243,48679,255564,N/A,Yes
SAL00010146-0003,CLM00010146,TPIN1000000146,Local Customer 2,Zambia,SINV-392199,2024-02-06,No,304088,48654,255434,N/A,Yes
SAL00010147-0001,CLM00010147,TPIN1000000147,Local Customer 0,Zambia,SINV-810050,2024-10-09,No,282310,45170,237140,N/A,Yes
SAL00010147-0002,CLM00010147,TPIN1000000147,Local Customer 1,Zambia,SINV-500554,2024-11-11,No,194282,31085,163197,N/A,Yes
SAL00010148-0001,CLM00010148,TPIN1000000148,Local Customer 0,Zambia,SINV-813593,2024-04-23,No,14479,2317,12162,N/A,Yes
SAL00010148-0002,CLM00010148,TPIN1000000148,UK Buyer 1,Botswana,SINV-688911,2024-06-18,Yes,194534,0,194534,EXP-929687,No
SAL00010149-0001,CLM00010149,TPIN1000000149,Local Customer 0,Zambia,SINV-811095,2024-10-19,No,88271,14123,74147,N/A,Yes
SAL00010149-0002,CLM00010149,TPIN1000000149,Local Customer 1,Zambia,SINV-782346,2024-10-24,No,20509,3281,17227,N/A,Yes
SAL00010149-0003,CLM00010149,TPIN1000000149,Local Customer 2,Zambia,SINV-573348,2024-11-12,No,204049,32648,171401,N/A,Yes
SAL00010150-0001,CLM00010150,TPIN1000000150,Local Customer 0,Zambia,SINV-414737,2024-01-21,No,201160,32186,168974,N/A,Yes
SAL00010150-0002,CLM00010150,TPIN1000000150,Local Customer 1,Zambia,SINV-750174,2024-02-28,No,270732,43317,227415,N/A,Yes
SAL00010150-0003,CLM00010150,TPIN1000000150,South Africa Buyer 2,Botswana,SINV-555758,2024-01-01,Yes,151378,0,151378,EXP-444406,Yes
SAL00010150-0004,CLM00010150,TPIN1000000150,Local Customer 3,Zambia,SINV-885948,2024-02-14,No,234217,37475,196742,N/A,Yes
SAL00010150-0005,CLM00010150,TPIN1000000150,UK Buyer 4,South Africa,SINV-94633,2024-01-27,Yes,230161,0,230161,EXP-11890,Yes
SAL00010150-0006,CLM00010150,TPIN1000000150,Local Customer 5,Zambia,SINV-270435,2024-01-29,No,223539,35766,187773,N/A,Yes
SAL00010150-0007,CLM00010150,TPIN1000000150,Local Customer 6,Zambia,SINV-51328,2024-01-07,No,212249,33960,178289,N/A,Yes
SAL00010150-0008,CLM00010150,TPIN1000000150,Local Customer 7,Zambia,SINV-925795,2024-01-27,No,34773,5564,29209,N/A,Yes
SAL00010150-0009,CLM00010150,TPIN1000000150,Local Customer 8,Zambia,SINV-277452,2024-02-12,No,18598,2976,15622,N/A,Yes
SAL00010150-0010,CLM00010150,TPIN1000000150,Local Customer 9,Zambia,SINV-73280,2024-01-18,No,190548,30488,160060,N/A,Yes
SAL00010150-0011,CLM00010150,TPIN1000000150,Local Customer 10,Zambia,SINV-618058,2024-01-26,No,295165,47226,247939,N/A,Yes
SAL00010150-0012,CLM00010150,TPIN1000000150,Local Customer 11,Zambia,SINV-112108,2024-02-06,No,188976,30236,158740,N/A,Yes
SAL00010151-0001,CLM00010151,TPIN1000000151,Local Customer 0,Zambia,SINV-278432,2023-12-27,No,182751,29240,153511,N/A,Yes
SAL00010151-0002,CLM00010151,TPIN1000000151,Zimbabwe Buyer 1,Malawi,SINV-388075,2024-01-31,Yes,302269,0,302269,EXP-997125,Yes
SAL00010151-0003,CLM00010151,TPIN1000000151,Local Customer 2,Zambia,SINV-669003,2023-11-27,No,178715,28594,150121,N/A,Yes
SAL00010151-0004,CLM00010151,TPIN1000000151,Local Customer 3,Zambia,SINV-683328,2024-01-15,No,242049,38728,203321,N/A,Yes
SAL00010151-0005,CLM00010151,TPIN1000000151,Local Customer 4,Zambia,SINV-814885,2023-11-25,No,93058,14889,78169,N/A,Yes
SAL00010151-0006,CLM00010151,TPIN1000000151,South Africa Buyer 5,South Africa,SINV-829079,2024-02-07,Yes,233452,0,233452,EXP-389398,Yes
SAL00010151-0007,CLM00010151,TPIN1000000151,DRC Buyer 6,UAE,SINV-794284,2023-12-08,Yes,133310,0,133310,EXP-772887,Yes
SAL00010151-0008,CLM00010151,TPIN1000000151,Malawi Buyer 7,Botswana,SINV-215280,2023-11-23,Yes,55049,0,55049,EXP-877648,Yes
SAL00010151-0009,CLM00010151,TPIN1000000151,Local Customer 8,Zambia,SINV-61744,2024-01-26,No,275051,44008,231043,N/A,Yes
SAL00010151-0010,CLM00010151,TPIN1000000151,DRC Buyer 9,UAE,SINV-623398,2023-11-24,Yes,281337,0,281337,EXP-27403,Yes
SAL00010151-0011,CLM00010151,TPIN1000000151,UAE Buyer 10,China,SINV-756833,2023-12-01,Yes,43314,0,43314,EXP-993275,Yes
SAL00010151-0012,CLM00010151,TPIN1000000151,Local Customer 11,Zambia,SINV-594095,2023-12-04,No,253673,40588,213085,N/A,Yes
SAL00010151-0013,CLM00010151,TPIN1000000151,DRC Buyer 12,Tanzania,SINV-162071,2024-01-13,Yes,224828,0,224828,EXP-307500,Yes
SAL00010151-0014,CLM00010151,TPIN1000000151,Local Customer 13,Zambia,SINV-365728,2024-01-26,No,147614,23618,123996,N/A,Yes
SAL00010151-0015,CLM00010151,TPIN1000000151,Botswana Buyer 14,China,SINV-784196,2024-01-22,Yes,199875,0,199875,EXP-354732,Yes
SAL00010151-0016,CLM00010151,TPIN1000000151,Local Customer 15,Zambia,SINV-547743,2024-01-12,No,76886,12302,64585,N/A,Yes
SAL00010151-0017,CLM00010151,TPIN1000000151,Local Customer 16,Zambia,SINV-711548,2023-12-31,No,103592,16575,87017,N/A,Yes
SAL00010151-0018,CLM00010151,TPIN1000000151,UAE Buyer 17,DRC,SINV-563031,2023-11-20,Yes,263033,0,263033,EXP-268469,Yes
SAL00010151-0019,CLM00010151,TPIN1000000151,China Buyer 18,Zimbabwe,SINV-966066,2024-02-02,Yes,28452,0,28452,EXP-690422,Yes
SAL00010151-0020,CLM00010151,TPIN1000000151,Botswana Buyer 19,China,SINV-107708,2023-11-20,Yes,100826,0,100826,EXP-789893,Yes
SAL00010151-0021,CLM00010151,TPIN1000000151,South Africa Buyer 20,UAE,SINV-206487,2024-01-09,Yes,74925,0,74925,EXP-854052,Yes
SAL00010151-0022,CLM00010151,TPIN1000000151,Malawi Buyer 21,DRC,SINV-760249,2024-01-01,Yes,289158,0,289158,EXP-983313,Yes
SAL00010151-0023,CLM00010151,TPIN1000000151,Local Customer 22,Zambia,SINV-778586,2024-01-19,No,174418,27907,146511,N/A,Yes
SAL00010151-0024,CLM00010151,TPIN1000000151,Local Customer 23,Zambia,SINV-679337,2023-11-19,No,108004,17281,90723,N/A,Yes
SAL00010152-0001,CLM00010152,TPIN1000000152,Malawi Buyer 0,UK,SINV-343613,2024-03-13,Yes,182637,0,182637,EXP-775002,Yes
SAL00010152-0002,CLM00010152,TPIN1000000152,Zimbabwe Buyer 1,UK,SINV-674733,2024-02-07,Yes,147000,0,147000,EXP-844268,Yes
SAL00010152-0003,CLM00010152,TPIN1000000152,Local Customer 2,Zambia,SINV-642530,2024-02-08,No,91468,14635,76833,N/A,Yes
SAL00010152-0004,CLM00010152,TPIN1000000152,South Africa Buyer 3,Botswana,SINV-749236,2024-04-08,Yes,299994,0,299994,EXP-486180,Yes
SAL00010152-0005,CLM00010152,TPIN1000000152,Local Customer 4,Zambia,SINV-195097,2024-02-28,No,183902,29424,154478,N/A,Yes
SAL00010152-0006,CLM00010152,TPIN1000000152,DRC Buyer 5,Botswana,SINV-411615,2024-04-09,Yes,54729,0,54729,EXP-671425,Yes
SAL00010152-0007,CLM00010152,TPIN1000000152,Local Customer 6,Zambia,SINV-517452,2024-03-29,No,143592,22975,120618,N/A,Yes
SAL00010152-0008,CLM00010152,TPIN1000000152,Local Customer 7,Zambia,SINV-335900,2024-02-03,No,268286,42926,225360,N/A,Yes
SAL00010152-0009,CLM00010152,TPIN1000000152,Local Customer 8,Zambia,SINV-764233,2024-04-06,No,101249,16200,85049,N/A,Yes
SAL00010152-0010,CLM00010152,TPIN1000000152,DRC Buyer 9,Zimbabwe,SINV-784671,2024-04-06,Yes,249498,0,249498,EXP-974442,Yes
SAL00010152-0011,CLM00010152,TPIN1000000152,Local Customer 10,Zambia,SINV-635243,2024-03-01,No,163219,26115,137104,N/A,Yes
SAL00010152-0012,CLM00010152,TPIN1000000152,Local Customer 11,Zambia,SINV-557385,2024-02-24,No,185133,29621,155511,N/A,Yes
SAL00010152-0013,CLM00010152,TPIN1000000152,Local Customer 12,Zambia,SINV-256209,2024-04-11,No,297389,47582,249807,N/A,Yes
SAL00010152-0014,CLM00010152,TPIN1000000152,China Buyer 13,Botswana,SINV-866236,2024-04-04,Yes,228074,0,228074,EXP-696303,Yes
SAL00010152-0015,CLM00010152,TPIN1000000152,South Africa Buyer 14,China,SINV-245419,2024-02-04,Yes,15088,0,15088,EXP-887340,Yes
SAL00010153-0001,CLM00010153,TPIN1000000153,Local Customer 0,Zambia,SINV-725594,2024-07-20,No,272015,43522,228492,N/A,Yes
SAL00010153-0002,CLM00010153,TPIN1000000153,Malawi Buyer 1,Zimbabwe,SINV-966788,2024-05-13,Yes,298723,0,298723,EXP-381626,Yes
SAL00010153-0003,CLM00010153,TPIN1000000153,Local Customer 2,Zambia,SINV-295808,2024-07-25,No,152807,24449,128358,N/A,Yes
SAL00010153-0004,CLM00010153,TPIN1000000153,Local Customer 3,Zambia,SINV-137427,2024-06-10,No,97018,15523,81495,N/A,Yes
SAL00010153-0005,CLM00010153,TPIN1000000153,Zimbabwe Buyer 4,South Africa,SINV-926234,2024-05-18,Yes,292935,0,292935,EXP-182819,Yes
SAL00010153-0006,CLM00010153,TPIN1000000153,Local Customer 5,Zambia,SINV-126382,2024-06-27,No,25332,4053,21279,N/A,Yes
SAL00010153-0007,CLM00010153,TPIN1000000153,Zimbabwe Buyer 6,Botswana,SINV-900789,2024-05-14,Yes,146146,0,146146,EXP-963391,Yes
SAL00010153-0008,CLM00010153,TPIN1000000153,Local Customer 7,Zambia,SINV-622188,2024-06-07,No,255996,40959,215037,N/A,Yes
