claim_id,taxpayer_id,claim_date,refund_period_start,refund_period_end,input_vat_claimed,output_vat_paid,net_refund_amount,claim_status,processing_days,submitted_by,supporting_docs_count,previous_refunds_count,sector
CLM00010810,TPIN1000000810,2024-11-30,2024-08-31,2024-11-29,18223,15346,2878,Query Raised,8,Tax Agent,14,0,Import/Export
CLM00010811,TPIN1000000811,2024-11-25,2024-07-31,2024-10-30,33392,38328,0,Pending,26,Tax Agent,18,3,Healthcare
CLM00010812,TPIN1000000812,2024-03-06,2023-11-30,2024-02-28,137559,130099,7460,Under Review,51,Tax Agent,18,6,Professional Services
CLM00010813,TPIN1000000813,2024-06-12,2024-02-29,2024-05-30,1029,950,79,Approved,67,Tax Agent,6,4,Manufacturing
CLM00010814,TPIN1000000814,2024-02-06,2023-10-31,2024-01-30,1237,1493,0,Query Raised,89,Tax Agent,7,3,Wholesale
CLM00010815,TPIN1000000815,2024-11-22,2024-07-31,2024-10-30,5368,5837,0,Approved,71,Tax Agent,8,3,Import/Export
CLM00010816,TPIN1000000816,2024-07-15,2024-03-31,2024-06-29,81890,82638,0,Query Raised,67,Tax Agent,8,9,Healthcare
CLM00010817,TPIN1000000817,2024-01-04,2023-09-30,2023-12-30,138663,143067,0,Query Raised,5,Taxpayer,9,4,Education
CLM00010818,TPIN1000000818,2024-02-09,2023-10-31,2024-01-30,118452,113435,5017,Query Raised,84,Tax Agent,7,2,Agriculture
CLM00010819,TPIN1000000819,2024-03-16,2023-11-30,2024-02-28,1662,1665,0,Query Raised,50,Tax Agent,10,4,Education
CLM00010820,TPIN1000000820,2024-09-10,2024-05-31,2024-08-30,66397,77709,0,Approved,44,Tax Agent,13,3,Real Estate
CLM00010821,TPIN1000000821,2024-02-03,2023-10-31,2024-01-30,81154,86175,0,Query Raised,71,Tax Agent,19,6,Mining
CLM00010822,TPIN1000000822,2024-07-13,2024-03-31,2024-06-29,59871,52418,7453,Query Raised,48,Tax Agent,19,1,Real Estate
CLM00010823,TPIN1000000823,2024-06-21,2024-02-29,2024-05-30,172385,180372,0,Pending,47,Taxpayer,10,0,Professional Services
CLM00010824,TPIN1000000824,2024-04-01,2023-12-31,2024-03-30,8701,7304,1397,Under Review,18,Tax Agent,9,9,Retail
CLM00010825,TPIN1000000825,2024-07-25,2024-03-31,2024-06-29,90104,105099,0,Query Raised,50,Tax Agent,15,2,ICT
CLM00010826,TPIN1000000826,2024-01-11,2023-09-30,2023-12-30,74145,62255,11890,Pending,28,Tax Agent,15,2,Agriculture
CLM00010827,TPIN1000000827,2024-08-04,2024-04-30,2024-07-30,37050,40178,0,Query Raised,26,Tax Agent,11,4,Manufacturing
CLM00010828,TPIN1000000828,2024-09-03,2024-05-31,2024-08-30,56566,54296,2270,Query Raised,2,Tax Agent,13,8,Education
CLM00010829,TPIN1000000829,2024-03-07,2023-11-30,2024-02-28,4554,4323,232,Pending,53,Tax Agent,7,5,Retail
CLM00010830,TPIN1000000830,2024-07-26,2024-03-31,2024-06-29,1326,1422,0,Under Review,3,Tax Agent,10,8,Agriculture
CLM00010831,TPIN1000000831,2024-09-08,2024-05-31,2024-08-30,42528,49424,0,Pending,72,Taxpayer,7,2,Manufacturing
CLM00010832,TPIN1000000832,2024-09-05,2024-05-31,2024-08-30,76916,88580,0,Approved,53,Tax Agent,8,6,Real Estate
CLM00010833,TPIN1000000833,2024-11-15,2024-07-31,2024-10-30,97339,97428,0,Approved,17,Tax Agent,10,4,Agriculture
CLM00010834,TPIN1000000834,2024-06-06,2024-02-29,2024-05-30,23512,21962,1550,Query Raised,69,Tax Agent,5,3,Education
CLM00010835,TPIN1000000835,2024-03-26,2023-11-30,2024-02-28,147044,137329,9714,Pending,14,Tax Agent,17,1,Wholesale
CLM00010836,TPIN1000000836,2024-08-09,2024-04-30,2024-07-30,207893,185551,22342,Approved,35,Tax Agent,17,9,Retail
CLM00010837,TPIN1000000837,2024-02-02,2023-10-31,2024-01-30,2186,1983,203,Under Review,63,Tax Agent,10,0,Education
CLM00010838,TPIN1000000838,2024-05-24,2024-01-31,2024-04-29,46970,42413,4557,Pending,10,Tax Agent,5,8,Import/Export
CLM00010839,TPIN1000000839,2024-07-12,2024-03-31,2024-06-29,84595,93062,0,Under Review,69,Taxpayer,9,8,Wholesale
CLM00010840,TPIN1000000840,2024-12-04,2024-08-31,2024-11-29,39868,43768,0,Approved,41,Tax Agent,10,4,Import/Export
CLM00010841,TPIN1000000841,2024-10-18,2024-06-30,2024-09-29,158628,167193,0,Pending,71,Tax Agent,12,3,Education
CLM00010842,TPIN1000000842,2024-09-15,2024-05-31,2024-08-30,9916,10093,0,Under Review,42,Tax Agent,17,8,Transport
CLM00010843,TPIN1000000843,2024-06-07,2024-02-29,2024-05-30,55399,47083,8316,Pending,45,Tax Agent,7,7,Agriculture
CLM00010844,TPIN1000000844,2024-01-17,2023-09-30,2023-12-30,31287,30870,417,Under Review,15,Tax Agent,14,9,Real Estate
CLM00010845,TPIN1000000845,2024-01-24,2023-09-30,2023-12-30,62935,58456,4479,Under Review,85,Taxpayer,13,8,Retail
CLM00010846,TPIN1000000846,2024-05-11,2024-01-31,2024-04-29,151848,160530,0,Query Raised,10,Taxpayer,6,5,Healthcare
CLM00010847,TPIN1000000847,2024-09-07,2024-05-31,2024-08-30,19061,16387,2674,Pending,85,Tax Agent,15,8,Import/Export
CLM00010848,TPIN1000000848,2024-01-17,2023-09-30,2023-12-30,28250,33927,0,Approved,40,Tax Agent,6,1,Healthcare
CLM00010849,TPIN1000000849,2024-09-02,2024-05-31,2024-08-30,155743,165531,0,Query Raised,87,Tax Agent,7,4,Hospitality
CLM00010850,TPIN1000000850,2024-04-18,2023-12-31,2024-03-30,50228,47629,2599,Pending,60,Tax Agent,7,1,Import/Export
CLM00010851,TPIN1000000851,2024-11-12,2024-07-31,2024-10-30,75651,69362,6290,Under Review,79,Tax Agent,10,8,Construction
CLM00010852,TPIN1000000852,2024-11-12,2024-07-31,2024-10-30,128297,115941,12355,Query Raised,59,Tax Agent,19,0,Construction
CLM00010853,TPIN1000000853,2024-12-11,2024-08-31,2024-11-29,37895,44518,0,Pending,56,Tax Agent,6,0,Import/Export
CLM00010854,TPIN1000000854,2024-12-26,2024-08-31,2024-11-29,35156,35464,0,Pending,86,Tax Agent,13,7,Mining
CLM00010855,TPIN1000000855,2024-11-25,2024-07-31,2024-10-30,55449,51539,3910,Under Review,40,Tax Agent,13,0,Construction
CLM00010856,TPIN1000000856,2024-03-26,2023-11-30,2024-02-28,123407,103034,20372,Pending,47,Taxpayer,9,0,Manufacturing
CLM00010857,TPIN1000000857,2024-02-08,2023-10-31,2024-01-30,4617,3962,655,Approved,29,Tax Agent,16,1,Manufacturing
CLM00010858,TPIN1000000858,2024-09-06,2024-05-31,2024-08-30,202479,203553,0,Approved,10,Tax Agent,9,9,Import/Export
CLM00010859,TPIN1000000859,2024-04-19,2023-12-31,2024-03-30,70788,59152,11637,Pending,88,Taxpayer,7,1,ICT
CLM00010860,TPIN1000000860,2024-07-22,2024-03-31,2024-06-29,184577,197705,0,Query Raised,74,Taxpayer,8,0,Manufacturing
CLM00010861,TPIN1000000861,2024-03-04,2023-11-30,2024-02-28,30315,26981,3334,Approved,40,Taxpayer,17,2,Education
CLM00010862,TPIN1000000862,2024-03-05,2023-11-30,2024-02-28,30275,28377,1898,Under Review,87,Tax Agent,7,4,Mining
CLM00010863,TPIN1000000863,2024-09-23,2024-05-31,2024-08-30,6435,7263,0,Under Review,9,Tax Agent,16,1,Retail
CLM00010864,TPIN1000000864,2024-05-20,2024-01-31,2024-04-29,114343,110330,4013,Query Raised,85,Taxpayer,16,9,Healthcare
CLM00010865,TPIN1000000865,2024-08-14,2024-04-30,2024-07-30,124735,152281,0,Under Review,60,Taxpayer,15,3,Education
CLM00010866,TPIN1000000866,2024-10-17,2024-06-30,2024-09-29,114678,100752,13927,Approved,17,Tax Agent,18,4,Mining
CLM00010867,TPIN1000000867,2024-04-06,2023-12-31,2024-03-30,60336,70156,0,Approved,33,Tax Agent,17,9,Hospitality
CLM00010868,TPIN1000000868,2024-11-17,2024-07-31,2024-10-30,2309,1973,336,Under Review,53,Taxpayer,5,2,Education
CLM00010869,TPIN1000000869,2024-10-12,2024-06-30,2024-09-29,50928,61032,0,Approved,85,Taxpayer,14,1,Education
CLM00010870,TPIN1000000870,2024-09-04,2024-05-31,2024-08-30,24858,23723,1135,Approved,66,Taxpayer,11,8,Education
CLM00010871,TPIN1000000871,2024-09-04,2024-05-31,2024-08-30,155505,178206,0,Pending,3,Tax Agent,13,3,Agriculture
CLM00010872,TPIN1000000872,2024-10-12,2024-06-30,2024-09-29,76908,64093,12815,Approved,36,Taxpayer,5,9,Professional Services
CLM00010873,TPIN1000000873,2024-12-02,2024-08-31,2024-11-29,106536,104924,1612,Under Review,29,Tax Agent,19,9,Hospitality
CLM00010874,TPIN1000000874,2024-06-04,2024-02-29,2024-05-30,25973,25906,67,Under Review,69,Tax Agent,14,4,ICT
CLM00010875,TPIN1000000875,2024-06-18,2024-02-29,2024-05-30,18532,15482,3050,Under Review,66,Taxpayer,15,4,Transport
CLM00010876,TPIN1000000876,2024-07-13,2024-03-31,2024-06-29,150651,183644,0,Approved,56,Taxpayer,9,1,Hospitality
CLM00010877,TPIN1000000877,2024-09-24,2024-05-31,2024-08-30,23744,27894,0,Query Raised,9,Tax Agent,18,6,Import/Export
CLM00010878,TPIN1000000878,2024-02-09,2023-10-31,2024-01-30,2700,2257,443,Query Raised,26,Tax Agent,8,7,Agriculture
CLM00010879,TPIN1000000879,2024-08-11,2024-04-30,2024-07-30,20227,18938,1289,Query Raised,31,Tax Agent,7,9,Construction
CLM00010880,TPIN1000000880,2024-08-10,2024-04-30,2024-07-30,28343,30355,0,Approved,25,Tax Agent,5,7,ICT
CLM00010881,TPIN1000000881,2024-07-20,2024-03-31,2024-06-29,61479,63742,0,Pending,74,Tax Agent,7,1,Healthcare
CLM00010882,TPIN1000000882,2024-07-11,2024-03-31,2024-06-29,118366,125923,0,Approved,20,Tax Agent,11,5,Construction
CLM00010883,TPIN1000000883,2024-08-01,2024-04-30,2024-07-30,69319,71914,0,Under Review,45,Tax Agent,6,5,Real Estate
CLM00010884,TPIN1000000884,2024-02-22,2023-10-31,2024-01-30,81909,87419,0,Pending,52,Tax Agent,15,6,Mining
CLM00010885,TPIN1000000885,2024-03-25,2023-11-30,2024-02-28,849,1050,0,Approved,27,Taxpayer,18,5,Agriculture
CLM00010886,TPIN1000000886,2024-08-31,2024-05-31,2024-08-30,96659,105512,0,Query Raised,22,Taxpayer,18,8,Mining
CLM00010887,TPIN1000000887,2024-09-10,2024-05-31,2024-08-30,173337,152280,21056,Query Raised,32,Tax Agent,13,9,Mining
CLM00010888,TPIN1000000888,2024-11-13,2024-07-31,2024-10-30,62522,64205,0,Approved,7,Tax Agent,6,6,Wholesale
CLM00010889,TPIN1000000889,2024-06-19,2024-02-29,2024-05-30,37466,45668,0,Under Review,76,Tax Agent,14,6,Hospitality
CLM00010890,TPIN1000000890,2024-06-01,2024-02-29,2024-05-30,42215,50250,0,Under Review,47,Tax Agent,8,2,Professional Services
CLM00010891,TPIN1000000891,2024-11-17,2024-07-31,2024-10-30,32945,27527,5419,Approved,79,Taxpayer,15,5,Professional Services
CLM00010892,TPIN1000000892,2024-12-10,2024-08-31,2024-11-29,30955,32380,0,Pending,19,Tax Agent,11,7,Construction
CLM00010893,TPIN1000000893,2024-04-10,2023-12-31,2024-03-30,155516,187632,0,Pending,34,Tax Agent,10,0,Import/Export
CLM00010894,TPIN1000000894,2024-05-18,2024-01-31,2024-04-29,12853,15762,0,Query Raised,52,Tax Agent,17,4,Professional Services
CLM00010895,TPIN1000000895,2024-01-13,2023-09-30,2023-12-30,24454,30482,0,Under Review,76,Tax Agent,8,5,Education
CLM00010896,TPIN1000000896,2024-12-24,2024-08-31,2024-11-29,229741,215231,14509,Pending,40,Tax Agent,5,1,Retail
CLM00010897,TPIN1000000897,2024-07-22,2024-03-31,2024-06-29,37611,40941,0,Query Raised,31,Taxpayer,11,4,ICT
CLM00010898,TPIN1000000898,2024-08-21,2024-04-30,2024-07-30,111204,130010,0,Pending,68,Tax Agent,18,1,Mining
CLM00010899,TPIN1000000899,2024-03-04,2023-11-30,2024-02-28,39376,35045,4331,Approved,23,Tax Agent,16,0,Professional Services
CLM00010900,TPIN1000000900,2024-12-25,2024-08-31,2024-11-29,118065,98787,19277,Pending,36,Tax Agent,9,2,Agriculture
CLM00010901,TPIN1000000901,2024-01-21,2023-09-30,2023-12-30,93547,84096,9451,Under Review,13,Taxpayer,6,8,Retail
CLM00010902,TPIN1000000902,2024-02-03,2023-10-31,2024-01-30,61699,62976,0,Under Review,35,Tax Agent,15,8,Construction
CLM00010903,TPIN1000000903,2024-02-16,2023-10-31,2024-01-30,89144,94460,0,Approved,68,Taxpayer,15,0,ICT
CLM00010904,TPIN1000000904,2024-06-07,2024-02-29,2024-05-30,59389,69360,0,Under Review,36,Taxpayer,9,1,Transport
CLM00010905,TPIN1000000905,2024-11-02,2024-07-31,2024-10-30,84838,74308,10530,Query Raised,77,Taxpayer,8,4,Wholesale
CLM00010906,TPIN1000000906,2024-04-03,2023-12-31,2024-03-30,66432,78366,0,Query Raised,53,Tax Agent,19,4,Hospitality
CLM00010907,TPIN1000000907,2024-06-23,2024-02-29,2024-05-30,2692,3219,0,Approved,72,Tax Agent,5,0,Retail
CLM00010908,TPIN1000000908,2024-01-16,2023-09-30,2023-12-30,73235,67063,6173,Under Review,35,Taxpayer,5,1,Retail
CLM00010909,TPIN1000000909,2024-08-01,2024-04-30,2024-07-30,66175,80973,0,Approved,29,Taxpayer,6,6,Education
CLM00010910,TPIN1000000910,2024-03-20,2023-11-30,2024-02-28,20857,21570,0,Query Raised,38,Tax Agent,17,3,Manufacturing
CLM00010911,TPIN1000000911,2024-09-24,2024-05-31,2024-08-30,27328,29133,0,Under Review,20,Tax Agent,8,4,Wholesale
CLM00010912,TPIN1000000912,2024-08-09,2024-04-30,2024-07-30,87626,87083,542,Under Review,5,Taxpayer,8,1,Transport
CLM00010913,TPIN1000000913,2024-11-10,2024-07-31,2024-10-30,42837,41715,1123,Under Review,80,Taxpayer,12,7,Hospitality
CLM00010914,TPIN1000000914,2024-02-19,2023-10-31,2024-01-30,215824,190665,25158,Query Raised,39,Taxpayer,16,3,Mining
CLM00010915,TPIN1000000915,2024-09-20,2024-05-31,2024-08-30,99245,89857,9387,Query Raised,69,Tax Agent,6,6,Hospitality
CLM00010916,TPIN1000000916,2024-04-08,2023-12-31,2024-03-30,20943,23616,0,Approved,5,Tax Agent,9,8,Education
CLM00010917,TPIN1000000917,2024-06-12,2024-02-29,2024-05-30,110817,111545,0,Query Raised,54,Tax Agent,13,6,Construction
CLM00010918,TPIN1000000918,2024-08-12,2024-04-30,2024-07-30,18542,15568,2974,Pending,56,Tax Agent,18,1,Healthcare
CLM00010919,TPIN1000000919,2024-10-12,2024-06-30,2024-09-29,17785,20733,0,Under Review,34,Tax Agent,14,4,Healthcare
CLM00010920,TPIN1000000920,2024-10-05,2024-06-30,2024-09-29,18287,15660,2627,Query Raised,52,Tax Agent,15,8,Manufacturing
CLM00010921,TPIN1000000921,2024-05-16,2024-01-31,2024-04-29,58,52,6,Pending,14,Taxpayer,9,3,Manufacturing
CLM00010922,TPIN1000000922,2024-07-13,2024-03-31,2024-06-29,8869,9317,0,Under Review,65,Tax Agent,5,3,Import/Export
CLM00010923,TPIN1000000923,2024-03-03,2023-11-30,2024-02-28,62350,70043,0,Under Review,53,Tax Agent,11,1,Healthcare
CLM00010924,TPIN1000000924,2024-03-26,2023-11-30,2024-02-28,171724,189957,0,Under Review,69,Tax Agent,6,7,Wholesale
CLM00010925,TPIN1000000925,2024-03-01,2023-11-30,2024-02-28,33954,35491,0,Approved,8,Tax Agent,18,1,Professional Services
CLM00010926,TPIN1000000926,2024-06-06,2024-02-29,2024-05-30,49397,51237,0,Query Raised,57,Tax Agent,19,9,Retail
CLM00010927,TPIN1000000927,2024-07-14,2024-03-31,2024-06-29,42730,36743,5988,Query Raised,35,Taxpayer,17,9,Retail
CLM00010928,TPIN1000000928,2024-08-11,2024-04-30,2024-07-30,67376,57429,9947,Query Raised,86,Tax Agent,8,3,Transport
CLM00010929,TPIN1000000929,2024-07-08,2024-03-31,2024-06-29,61672,63954,0,Query Raised,61,Tax Agent,14,2,Agriculture
CLM00010930,TPIN1000000930,2024-06-09,2024-02-29,2024-05-30,143264,139989,3275,Query Raised,3,Tax Agent,6,6,Healthcare
CLM00010931,TPIN1000000931,2024-03-16,2023-11-30,2024-02-28,7123,8516,0,Pending,39,Tax Agent,8,3,Agriculture
CLM00010932,TPIN1000000932,2024-04-24,2023-12-31,2024-03-30,64707,76887,0,Under Review,14,Taxpayer,18,2,Hospitality
CLM00010933,TPIN1000000933,2024-05-12,2024-01-31,2024-04-29,39323,34472,4851,Approved,66,Taxpayer,9,6,Healthcare
CLM00010934,TPIN1000000934,2024-07-13,2024-03-31,2024-06-29,5445,4760,685,Pending,14,Tax Agent,9,0,Healthcare
CLM00010935,TPIN1000000935,2024-06-16,2024-02-29,2024-05-30,27741,33572,0,Pending,74,Tax Agent,11,7,Manufacturing
CLM00010936,TPIN1000000936,2024-02-04,2023-10-31,2024-01-30,16663,14284,2379,Under Review,72,Tax Agent,7,4,Real Estate
CLM00010937,TPIN1000000937,2024-01-06,2023-09-30,2023-12-30,122331,116312,6019,Approved,77,Taxpayer,15,6,ICT
CLM00010938,TPIN1000000938,2024-05-11,2024-01-31,2024-04-29,19435,22540,0,Under Review,46,Taxpayer,8,8,Agriculture
CLM00010939,TPIN1000000939,2024-11-18,2024-07-31,2024-10-30,29246,31414,0,Approved,57,Tax Agent,16,9,Agriculture
CLM00010940,TPIN1000000940,2024-07-17,2024-03-31,2024-06-29,28137,25999,2138,Pending,22,Taxpayer,6,7,Mining
CLM00010941,TPIN1000000941,2024-07-23,2024-03-31,2024-06-29,7351,7278,72,Query Raised,35,Taxpayer,18,0,Healthcare
CLM00010942,TPIN1000000942,2024-01-15,2023-09-30,2023-12-30,6659,5973,686,Query Raised,18,Tax Agent,11,1,Manufacturing
CLM00010943,TPIN1000000943,2024-12-10,2024-08-31,2024-11-29,77762,77574,188,Under Review,65,Tax Agent,12,1,Construction
CLM00010944,TPIN1000000944,2024-11-02,2024-07-31,2024-10-30,9151,9411,0,Under Review,30,Tax Agent,5,0,Hospitality
CLM00010945,TPIN1000000945,2024-03-15,2023-11-30,2024-02-28,31804,27200,4604,Approved,18,Tax Agent,16,9,Education
CLM00010946,TPIN1000000946,2024-03-24,2023-11-30,2024-02-28,91823,76916,14907,Approved,36,Taxpayer,6,2,Education
CLM00010947,TPIN1000000947,2024-07-19,2024-03-31,2024-06-29,5931,5977,0,Query Raised,30,Tax Agent,19,5,Real Estate
CLM00010948,TPIN1000000948,2024-01-26,2023-09-30,2023-12-30,88893,80981,7911,Approved,64,Tax Agent,15,6,Import/Export
CLM00010949,TPIN1000000949,2024-02-05,2023-10-31,2024-01-30,75143,71089,4054,Approved,16,Taxpayer,15,4,Education
CLM00010950,TPIN1000000950,2024-04-24,2023-12-31,2024-03-30,5413,5985,0,Approved,2,Tax Agent,12,3,Real Estate
CLM00010951,TPIN1000000951,2024-03-20,2023-11-30,2024-02-28,17325,14865,2460,Approved,18,Tax Agent,15,9,Import/Export
CLM00010952,TPIN1000000952,2024-01-01,2023-09-30,2023-12-30,56834,61060,0,Approved,21,Taxpayer,15,4,Education
CLM00010953,TPIN1000000953,2024-08-19,2024-04-30,2024-07-30,173728,208310,0,Query Raised,49,Tax Agent,6,2,Agriculture
CLM00010954,TPIN1000000954,2024-05-30,2024-01-31,2024-04-29,128547,125853,2693,Approved,69,Taxpayer,12,0,Healthcare
CLM00010955,TPIN1000000955,2024-05-16,2024-01-31,2024-04-29,153245,138662,14583,Approved,2,Taxpayer,16,0,Transport
CLM00010956,TPIN1000000956,2024-02-03,2023-10-31,2024-01-30,92932,88466,4466,Approved,47,Tax Agent,10,5,Real Estate
CLM00010957,TPIN1000000957,2024-04-10,2023-12-31,2024-03-30,105838,108107,0,Approved,46,Tax Agent,16,3,Wholesale
CLM00010958,TPIN1000000958,2024-03-05,2023-11-30,2024-02-28,145847,168695,0,Pending,86,Taxpayer,11,2,Agriculture
CLM00010959,TPIN1000000959,2024-11-21,2024-07-31,2024-10-30,4623,5581,0,Query Raised,25,Tax Agent,7,3,Healthcare
CLM00010960,TPIN1000000960,2024-05-17,2024-01-31,2024-04-29,80620,98865,0,Under Review,64,Tax Agent,7,1,Hospitality
CLM00010961,TPIN1000000961,2024-11-13,2024-07-31,2024-10-30,23731,25711,0,Under Review,41,Taxpayer,9,5,Wholesale
CLM00010962,TPIN1000000962,2024-03-30,2023-11-30,2024-02-28,40816,41374,0,Query Raised,48,Tax Agent,15,8,Hospitality
CLM00010963,TPIN1000000963,2024-08-01,2024-04-30,2024-07-30,7833,6897,936,Pending,28,Tax Agent,8,7,Agriculture
CLM00010964,TPIN1000000964,2024-11-22,2024-07-31,2024-10-30,196288,194791,1498,Query Raised,25,Tax Agent,5,6,Transport
CLM00010965,TPIN1000000965,2024-06-08,2024-02-29,2024-05-30,94589,81521,13068,Approved,7,Tax Agent,11,0,Professional Services
CLM00010966,TPIN1000000966,2024-03-26,2023-11-30,2024-02-28,95506,82012,13494,Pending,9,Tax Agent,11,1,Professional Services
CLM00010967,TPIN1000000967,2024-10-30,2024-06-30,2024-09-29,48231,44010,4221,Under Review,19,Tax Agent,5,8,Retail
CLM00010968,TPIN1000000968,2024-10-14,2024-06-30,2024-09-29,89302,85391,3911,Under Review,22,Tax Agent,14,3,Retail
CLM00010969,TPIN1000000969,2024-11-10,2024-07-31,2024-10-30,8554,7361,1193,Under Review,83,Tax Agent,16,9,Education
CLM00010970,TPIN1000000970,2024-03-07,2023-11-30,2024-02-28,50265,59894,0,Approved,5,Tax Agent,13,8,Agriculture
CLM00010971,TPIN1000000971,2024-05-05,2024-01-31,2024-04-29,134140,120060,14080,Pending,11,Tax Agent,10,1,Import/Export
CLM00010972,TPIN1000000972,2024-09-13,2024-05-31,2024-08-30,2649,3102,0,Under Review,14,Tax Agent,16,5,Real Estate
CLM00010973,TPIN1000000973,2024-06-01,2024-02-29,2024-05-30,67745,63438,4308,Query Raised,6,Taxpayer,10,2,Retail
CLM00010974,TPIN1000000974,2024-03-10,2023-11-30,2024-02-28,100474,85209,15265,Approved,87,Tax Agent,15,1,Mining
CLM00010975,TPIN1000000975,2024-06-01,2024-02-29,2024-05-30,84044,76532,7512,Query Raised,82,Tax Agent,15,7,Education
CLM00010976,TPIN1000000976,2024-07-04,2024-03-31,2024-06-29,104690,102036,2654,Pending,19,Taxpayer,13,0,Mining
CLM00010977,TPIN1000000977,2024-10-31,2024-07-31,2024-10-30,14518,14165,353,Pending,38,Taxpayer,8,2,Mining
CLM00010978,TPIN1000000978,2024-08-30,2024-04-30,2024-07-30,40829,45025,0,Under Review,52,Tax Agent,15,6,Construction
CLM00010979,TPIN1000000979,2024-01-25,2023-09-30,2023-12-30,16564,20391,0,Query Raised,49,Tax Agent,7,8,Mining
CLM00010980,TPIN1000000980,2024-11-23,2024-07-31,2024-10-30,15293,13719,1574,Query Raised,29,Tax Agent,17,5,ICT
CLM00010981,TPIN1000000981,2024-12-23,2024-08-31,2024-11-29,7306,6841,465,Pending,12,Tax Agent,16,6,ICT
CLM00010982,TPIN1000000982,2024-08-23,2024-04-30,2024-07-30,23911,24341,0,Pending,54,Tax Agent,11,1,Mining
CLM00010983,TPIN1000000983,2024-04-21,2023-12-31,2024-03-30,7774,7462,312,Approved,34,Tax Agent,12,4,Import/Export
CLM00010984,TPIN1000000984,2024-04-23,2023-12-31,2024-03-30,54653,60996,0,Approved,30,Tax Agent,16,0,Construction
CLM00010985,TPIN1000000985,2024-11-03,2024-07-31,2024-10-30,97724,98607,0,Pending,83,Tax Agent,12,9,Retail
CLM00010986,TPIN1000000986,2024-05-07,2024-01-31,2024-04-29,11703,14572,0,Under Review,71,Tax Agent,6,6,Education
CLM00010987,TPIN1000000987,2024-04-06,2023-12-31,2024-03-30,43437,37393,6044,Query Raised,36,Tax Agent,8,7,Real Estate
CLM00010988,TPIN1000000988,2024-03-30,2023-11-30,2024-02-28,209945,184289,25656,Under Review,64,Tax Agent,14,7,Import/Export
CLM00010989,TPIN1000000989,2024-12-24,2024-08-31,2024-11-29,9305,10098,0,Approved,65,Tax Agent,13,3,Transport
CLM00010990,TPIN1000000990,2024-06-13,2024-02-29,2024-05-30,47404,54554,0,Approved,23,Tax Agent,12,2,Wholesale
CLM00010991,TPIN1000000991,2024-09-23,2024-05-31,2024-08-30,34296,36750,0,Approved,9,Taxpayer,16,3,Transport
CLM00010992,TPIN1000000992,2024-03-22,2023-11-30,2024-02-28,147764,133681,14083,Pending,85,Tax Agent,18,9,Professional Services
CLM00010993,TPIN1000000993,2024-10-11,2024-06-30,2024-09-29,173258,152272,20986,Query Raised,90,Tax Agent,19,1,Manufacturing
CLM00010994,TPIN1000000994,2024-06-08,2024-02-29,2024-05-30,70322,70783,0,Query Raised,57,Taxpayer,14,7,Education
CLM00010995,TPIN1000000995,2024-04-12,2023-12-31,2024-03-30,209257,207948,1308,Pending,18,Taxpayer,13,3,Retail
CLM00010996,TPIN1000000996,2024-08-12,2024-04-30,2024-07-30,74588,66646,7942,Query Raised,42,Taxpayer,14,7,Real Estate
CLM00010997,TPIN1000000997,2024-08-02,2024-04-30,2024-07-30,22302,22238,64,Under Review,41,Tax Agent,16,2,Real Estate
CLM00010998,TPIN1000000998,2024-06-21,2024-02-29,2024-05-30,13163,13315,0,Pending,19,Taxpayer,13,5,Import/Export
CLM00010999,TPIN1000000999,2024-02-12,2023-10-31,2024-01-30,149229,138647,10582,Approved,45,Tax Agent,8,2,Wholesale
